drug_names,origin_areas,origin_summary,origin_status,source_urls,scope_limits,origin_scope_note
acetaminophen,NEURO_PSYCHIATRIC;MUSCULOSKELETAL_CONNECTIVE,退热；轻微疼痛、肌肉酸痛及头痛对症缓解,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3561bbc3-53b0-4857-8b71-39e165ed95ce,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
albuterol,RESPIRATORY,可逆阻塞性气道疾病支气管痉挛治疗及预防；运动诱发支气管痉挛预防,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=17858afa-dcdf-4612-b475-3b6baadfb639;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=583c6408-45cc-9121-e063-6294a90afcc4;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3236f82c-14e9-dfd4-e063-6294a90ac43d;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=32377c09-da6d-331c-e063-6294a90a7a46,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
alvimopan,GASTROINTESTINAL,部分肠切除并一期吻合术后促进上下消化道恢复,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=10e39d3b-8621-16f8-e063-6294a90a254e,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
amlodipine,CARDIOVASCULAR,高血压；稳定或血管痉挛性心绞痛及限定冠心病,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6efc0ef6-0424-44fc-a9ea-eb30c3b83239;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9c0f83f4-06ad-4bb1-a8e3-dcac43b840cf;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=79f41cd2-6d58-4b03-8b0c-ca91398bc1a9;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=58d2fbed-3904-3e31-e063-6294a90af21d,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
apixaban,CARDIOVASCULAR;HEMATOLOGIC,非瓣膜房颤卒中/系统栓塞预防；关节置换后DVT预防；DVT/PE及儿童VTE治疗和复发预防,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a454cd24-0c6d-46e8-b1e4-197388606175;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7be1f4c1-bb2f-4ded-ae9a-515d2a22f93e;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1523ab32-2c2c-6501-e063-6394a90aa0b3;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=33a9046a-41cc-46c1-becc-2ff4d7d71538,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
aprepitant;fosaprepitant,GASTROINTESTINAL;ONCOLOGY,化疗相关恶心呕吐预防的联合止吐方案；aprepitant另用于术后恶心呕吐预防,EXTERNAL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=377c3ecb-fdec-dde4-e063-6294a90a29bd,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
armodafinil,NEURO_PSYCHIATRIC,OSA相关过度嗜睡、发作性睡病及轮班睡眠障碍的清醒改善；不治疗OSA气道阻塞,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4128759d-ed7c-4130-b24c-a0541f2b9e7f;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=58e33a21-7816-4fa9-9fc7-c559426ad2b9;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3dd49302-f757-d945-e063-6294a90afcba;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ddd06dab-0855-5b4e-e053-2a95a90a5e67,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
atomoxetine,NEURO_PSYCHIATRIC,ADHD治疗，综合治疗组成,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6d7ea8f7-981c-4acc-aeaf-7516325bfc0c;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d7002d75-edad-4141-91bf-7eebf50ad1aa;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=133a4b65-762b-4712-baba-2442546f0379;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ab8d905-e890-4e91-a730-3e5d12f5c23f,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
avibactam,INFECTION,ceftazidime复方治疗复杂腹腔感染（联用metronidazole）、复杂尿路感染/肾盂肾炎及院内/呼吸机相关肺炎,EXTERNAL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d9c2803f-dc9c-4b19-b4a3-8303bc8c15fd,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。 此处来源是复方整体适应症，仅作该成分既有临床使用场景；不是该成分单药疗效获批。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
baricitinib,IMMUNE_INFLAMMATORY;MUSCULOSKELETAL_CONNECTIVE;INFECTION;DERMATOLOGIC,RA、住院需呼吸支持COVID-19及严重斑秃,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=866e9f35-9035-4581-a4b1-75a621ab55cf,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
bempedoic acid,CARDIOVASCULAR;ENDOCRINE_METABOLIC_REPRODUCTIVE,降低限定高危成人心血管事件风险；高胆固醇血症含HeFH降LDL-C,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=88d06d89-a3da-40b4-b273-8f4f7d56c4c9,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
bictegravir,INFECTION,所获BIXLENVO复方标签：与lenacapavir联合替换已病毒抑制成人HIV-1方案,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=072a3c7e-33fb-4a87-ba21-3d8dad3f5c48,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。 此处来源是复方整体适应症，仅作该成分既有临床使用场景；不是该成分单药疗效获批。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
brexpiprazole,NEURO_PSYCHIATRIC,MDD抗抑郁药辅助；精神分裂症；阿尔茨海默病痴呆相关激越（非按需急救）,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6991c065-0f6e-433a-8f4f-796e0ece327f;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=993b584c-7fe6-4551-899f-39146c8508ac,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
bupivacaine,NEURO_PSYCHIATRIC,手术、牙科、诊疗及产科局部/区域麻醉镇痛,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ee3b5bbe-4013-4682-b6ee-db86e7788077;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=562f4499-f3b7-4d9e-b022-61172176c883;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9679cc05-2f8a-4e88-53b5-6e9122c8b8c0;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e391f807-7699-6d82-e053-2a95a90ab641,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
capmatinib,ONCOLOGY,MET exon14跳跃突变转移NSCLC,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=455892c3-d144-4ba8-9ab4-79cabff9876d,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
chloroprocaine,NEURO_PSYCHIATRIC;EYE_ENT,局部浸润及外周/部分中枢神经阻滞麻醉；眼表麻醉,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ea3b2d2c-8b33-d199-e053-2995a90a699c;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4305ab6b-6038-9daa-e063-6294a90a018e;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=94d13f48-fbca-67b4-e053-2995a90a791b;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a844e68a-1462-40e4-be5e-f56214906eb9,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
clascoterone,DERMATOLOGIC,寻常痤疮外用治疗,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1673a84b-7f5c-47ab-a99c-1e3db21a6a09,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
cobimetinib,ONCOLOGY,与vemurafenib联合BRAF突变黑色素瘤；单药组织细胞肿瘤,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c387579e-cee0-4334-bd1e-73f93ac1bde6,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
copanlisib,ONCOLOGY,既往复发滤泡淋巴瘤二线以上；美国适应症已撤销，不标当前可用获批,EXTERNAL_REVIEWED,https://www.fda.gov/drugs/resources-information-approved-drugs/withdrawn-cancer-accelerated-approvals,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。 FDA 2024-03-18撤销；只记录历史原用途。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
dabrafenib,ONCOLOGY,BRAF突变黑色素瘤（含辅助）、NSCLC、间变甲状腺癌及限定实体瘤/低级别胶质瘤；多用途要求联合trametinib,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fee1e6b1-e1a5-4254-9f2e-a70e0f8dbdea,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
desonide,DERMATOLOGIC;IMMUNE_INFLAMMATORY,皮质激素敏感皮肤病炎症和瘙痒,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=af607c32-3da9-4fbe-99e7-4934a5c8d8f0;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9eade7ae-effc-49b5-af7d-8caa183ff252;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0892a9fd-74e6-4a5e-8bc8-9d4146cadb61;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c3420815-e9d8-4c19-b601-b918b0aa1f84,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
deutetrabenazine,NEURO_PSYCHIATRIC,亨廷顿病舞蹈症；迟发性运动障碍,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7ea3c60a-45c7-44cc-afc2-d87fa53993c0,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
dexrazoxane,CARDIOVASCULAR;TOXICITY;ONCOLOGY,限定乳癌doxorubicin累积治疗的心肌病减毒支持,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cb72203a-0b09-42d5-bf51-7f479feb3adb;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9cbd2987-10bb-eceb-153d-ee7be1ed0c84;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e9550d22-6069-a6de-9968-6a18c9e0448f;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a7c01089-85f5-40aa-b679-f53a425b4d68,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
diazoxide,ENDOCRINE_METABOLIC_REPRODUCTIVE;ONCOLOGY,高胰岛素性低血糖（含胰岛腺瘤/癌及胰外肿瘤相关）；可术前暂时及术后持续低血糖支持,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=abe317a5-6c63-469c-89c8-9fedfe859c3d;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c0237320-2d3f-4907-a4d3-08f138aa4ca8;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0e745e85-9512-e360-e063-6394a90aebf1;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b16c7832-2fd9-49af-b923-1dc0d91fd6e2,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
dolutegravir,INFECTION,联合抗逆转录病毒HIV-1治疗；与rilpivirine联合限定病毒抑制成人方案替换,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=63df5af3-b8ac-4e76-9830-2dbb340af922;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=485bc9db-8665-9f5a-e063-6394a90a7921,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
doripenem,INFECTION,复杂腹腔感染；复杂尿路感染含肾盂肾炎,EXTERNAL_REVIEWED,https://www.accessdata.fda.gov/drugsatfda_docs/label/2015/022106s015lbl.pdf,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
