sequence_key,primary_gene,representative_protein_id,pdb_path,expected_representative_protein_id,expected_sequence_length,expected_sequence_sha256,template_sequence_length,template_sequence_sha256,receptor_pdb_sha256,pocket_definition_sha256,pocket_definition_status,sequence_match_status
SEQ000292,NR3C1,P04150,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P04150-F1-model_v6.pdb,A0ZXF9,777,c1fd6a3590b53159505eb6b17dec8d5d5f5e8fbe40b0c075bea4b0b518dcca11,777,c1fd6a3590b53159505eb6b17dec8d5d5f5e8fbe40b0c075bea4b0b518dcca11,4f00257335896b2c74f664d392b65ddca4518665942d8f913aaee287eb47d0c2,6286268b92d6672b68938e04dd7f663723375a982abaf43442e25205ed20f433,present,exact_match
SEQ000293,NR3C2,P08235,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P08235-F1-model_v6.pdb,B0ZBF5,984,cc3ab1bd86da746c869394db023aa68c2e557d769f04f80ee36b584a8929621c,984,cc3ab1bd86da746c869394db023aa68c2e557d769f04f80ee36b584a8929621c,05a8f1827f2b8cdd68814a319971c3ab30ce34810b5468ab29e8f9c2f5005536,79587700dd5c8226a65e6a88df65b35bee9d5f267657589baa8547479d1147cd,present,exact_match
SEQ000294,NTRK1,P04629,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P04629-F1-model_v6.pdb,B2R6T5,796,c17cbbd68c27235daefe2b9862da81fedd3a349c2589358be6a4b8f13cd12b63,796,c17cbbd68c27235daefe2b9862da81fedd3a349c2589358be6a4b8f13cd12b63,03d3ff5ed356d9b5522e7d7b6f8cb7412a035daeefe8cf51e61c0caa673a05ad,65e18860b0a40f0634c03d9d16493e39f0dda7e0966ad207d4b73364175517fb,present,exact_match
SEQ000295,NTRK2,Q16620,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q16620-F1-model_v6.pdb,B1ANZ4,822,5700fd20b890228dc7e812e55ae9c8c398a6acd114445a1139ed0655f81a77ad,822,5700fd20b890228dc7e812e55ae9c8c398a6acd114445a1139ed0655f81a77ad,be92ef58764c13e266b20cb3d5e4cfe6a8b469ca7ec0da649db25931842cbb8c,1b5b4aa36b1f3f43483e8b724c36cc8d6045b5574286b3e9b019a49744544259,present,exact_match
SEQ000296,NTRK3,Q16288,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q16288-F1-model_v6.pdb,B7Z4C5,839,3394a44c77135f9edf6d1f3be38c64fdbf7e38bad6cdbf742241f2c25025b7c1,839,3394a44c77135f9edf6d1f3be38c64fdbf7e38bad6cdbf742241f2c25025b7c1,1a0ce3980d758ff58f6fd1b5b8a215971869b8a116ccae048ed8bd2637887401,e640b8be517c9d4b70f6fba9ed1fd7901389fdbe2c91aeea566a6eb495ba1e01,present,exact_match
SEQ000297,ODC1,P11926,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P11926-F1-model_v6.pdb,Q53TU3,461,71b182dc828675c75a9f1ae326cc5a0231d50d0cfc106de567a415a618343c84,461,71b182dc828675c75a9f1ae326cc5a0231d50d0cfc106de567a415a618343c84,05adc3c45934de7952ecc865395402e6afdcb4559c0a2aacae406ede095141f3,5a7357b5ef9b2acc2d02b3f8dff5c1d3b0e96bf8d4ab226fbdf711b4903c05db,present,exact_match
SEQ000302,P2RX3,P56373,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P56373-F1-model_v6.pdb,Q6DK37,397,0ade5cb5055eb17bde6b4f539f3f72f19246f20d8d5ee17be1f1cfac3fba4f44,397,0ade5cb5055eb17bde6b4f539f3f72f19246f20d8d5ee17be1f1cfac3fba4f44,aa1d51a47304775bb3eee601eb0846fb0e01480250278adc31e07e3152411e83,8f9d3bbfbac7efef1b17ace2fd09bfd576db0bda3f645eab3d7424f30686e3a3,present,exact_match
SEQ000308,PAH,P00439,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P00439-F1-model_v6.pdb,Q16717,452,82a10d76551a9414922a5d44292c93f21c722864c4991c2e42886d4fd0cd8353,452,82a10d76551a9414922a5d44292c93f21c722864c4991c2e42886d4fd0cd8353,3d327876315bc9ee2e92d10fb866287fbfbadf4dcca14913d7251d31ed3591fb,f538766a7ecd89b82ea8fa2dd074ce1cfe5ce97a1d53267a3e7fe79ad46a50b5,present,exact_match
SEQ000309,PARP1,P09874,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P09874-F1-model_v6.pdb,B1ANJ4,1014,0ca26b54f0c45d0135ce37c885e5d97403dfe1e0e8b7752d3773a6b8966fa1a9,1014,0ca26b54f0c45d0135ce37c885e5d97403dfe1e0e8b7752d3773a6b8966fa1a9,da0974f7f154f16290809275010581fb3f9f3960297885ef4e295ff3fe844bb6,42ae7573ce204cfeea4cfe8f91d0276839d08648ddd6ed5d462bc210a7473286,present,exact_match
SEQ000310,PARP2,Q9UGN5-2,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9UGN5-2-F1-model_v6.pdb,Q8TEU4,583,632f3cd643185c2ab1b1d79edf533faab80d97ad98dab3ec2b2e20ad3635b044,570,0e1460973f19c89d92271bba3fdcc7e50b9691fca47da8a0ac38cf558c2dae03,101f5b1978c602ce542c1665a96939dd2eeea52516498677af628dec63d2c44d,282a5c1ce4593b6ef470adf0cc41ec41b93b418ff5abbf7bbd7c1ae39b80a2dc,present,sequence_mismatch
SEQ000311,PCSK9,Q8NBP7,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q8NBP7-F1-model_v6.pdb,A8T640,692,0451c5f5ef052711dec57df65d688e28c0027e49dc4be546d73beb880c6181ed,692,0451c5f5ef052711dec57df65d688e28c0027e49dc4be546d73beb880c6181ed,39a5d732dc833da9365ca75cee91dff55e9508b77eeab4dd5881a7555b0bb045,fc2e92922add989bc780fd8816b29c547585605f5c66d5481ca3887d3a3d8021,present,exact_match
SEQ000313,PDE10A,Q9Y233,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9Y233-F1-model_v6.pdb,A0A3F2YP58,1055,af1da04ff0aec04b89f2c4605eb222fc00ba4b5fdb08b537f284cac275b33a17,1055,af1da04ff0aec04b89f2c4605eb222fc00ba4b5fdb08b537f284cac275b33a17,c03298fd7075baa9ea33ac7e1fef7b5fd8dc06b4a4a56eb0a747374390641cd3,af268e0f701b3abc8ec37be8d7feaf57937c8e00d19bebd79475b5603262cc2c,present,exact_match
SEQ000314,PDE3A,Q14432,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q14432-F1-model_v6.pdb,O60865,1141,5cc627f3bab4b5d0006257cb64797e8ae1bffa09b4726998f79b8e504c56e301,1141,5cc627f3bab4b5d0006257cb64797e8ae1bffa09b4726998f79b8e504c56e301,16783b23df2d3a004cbbe3f9e3e8ee9c2821cbcaa03b1d3eff103ee25ae2d3c4,ba77d1f8d28649dc7b42609a536f31232a14efc32064be5ac27b91b0091e0fc7,present,exact_match
SEQ000315,PDE5A,O76074,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O76074-F1-model_v6.pdb,A0AV69,875,c5b3e22fca3e7eb5509db07f615e1e9cfb78fbfb82b25c1541f882b2613f56a3,875,c5b3e22fca3e7eb5509db07f615e1e9cfb78fbfb82b25c1541f882b2613f56a3,111acfcf73d76f4bb75d19e3e30747be6b9ead9b1146498d1b18760d0e7d06e9,6aaf526e5f420ec96de9f720f4e6e3098ca66bb0337c91bc1d8ee26beb543c5c,present,exact_match
SEQ000316,PDGFRA,P16234,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P16234-F1-model_v6.pdb,B2RE69,1089,96a4d83a02900a0cba9954d64106f1a532b0209e0d2b86d205a98bd847335682,1089,96a4d83a02900a0cba9954d64106f1a532b0209e0d2b86d205a98bd847335682,ec00fb28996196b5ba7114e4be11e38282b435edd9d545459722284303541bc1,48a06ea4265141e5c823f57075a9d3be7caaba678b5b15900f3441329c860f64,present,exact_match
SEQ000317,PDGFRB,P09619,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P09619-F1-model_v6.pdb,B5A957,1106,809c105e2a6e885c842e5d098845d69476d417336b2a21c12259fdcbc240cb32,1106,809c105e2a6e885c842e5d098845d69476d417336b2a21c12259fdcbc240cb32,a12144ff999ef753c42a5aa5497b22858394d8d9ecda2ee0620a67f6d48b17a6,697b97e39c966232fe9283fdaf857ce8891fd5bc1dd16e8c626aac190e773772,present,exact_match
SEQ000319,PGA5,P0DJD9,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P0DJD9-F1-model_v6.pdb,B7ZW62,388,3a4247dc6bcf564b3c5bc0559b18604c0010ce524aec741cfd1e42f56b44efff,388,3a4247dc6bcf564b3c5bc0559b18604c0010ce524aec741cfd1e42f56b44efff,da4724b4746037a10ef6c63c72c3cb6c986a62cf29387871ffc8c37f2aaacdd8,f353ac8a2f3f44473965cd30b7e6357d5dfd02f5c60f435a5c343272386c5b16,present,exact_match
SEQ000321,PGR,P06401,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P06401-F1-model_v6.pdb,A7LQ08,933,55af49dbd176eaddc736537238e00422c66a0de2d3ff6fb967010908ca36a64d,933,55af49dbd176eaddc736537238e00422c66a0de2d3ff6fb967010908ca36a64d,4fdbbf97bed17302cdeaa0c77af5b211ed1ebcb4ef2a708cbc4d6e1339de2ebc,f48faa50884bd5ca0d3e95a7fc4b4b54f913a36089b3aaccd5f9bd1cedbbecee,present,exact_match
SEQ000322,PIK3CA,P42336,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P42336-F1-model_v6.pdb,Q14CW1,1068,d3e28ff8f2168f2761be02fb067e5259b4e759814600f522127a8e2a8d383555,1068,d3e28ff8f2168f2761be02fb067e5259b4e759814600f522127a8e2a8d383555,8042943cec4d40cf92f40dd60eec4d3e42107e70cc2da678ba3260e8ef38f244,eb1e4d47b915bba02db407798bc5812d26c5329bda07e28b45ba1cb83556327c,present,exact_match
SEQ000323,PIK3CD,O00329,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O00329-F1-model_v6.pdb,A6NCG0,1044,f3c1cbb6ec13c808a714f03f6f44fd482c327deaa69ee5845ebf9affa4afbbed,1044,f3c1cbb6ec13c808a714f03f6f44fd482c327deaa69ee5845ebf9affa4afbbed,83da5d5577de5b9b90de1cd2684f1cdb6748eff3cfc6e323dae5b8a89500ac92,810a5dfd5a061c57e814c4b5d4b25598aec938b97cf8b084fb49bff2f1d05fc0,present,exact_match
SEQ000324,PIK3CG,P48736,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P48736-F1-model_v6.pdb,A4D0Q6,1102,8caecf83dffab0bac6b72623e6a7428c5a8cc791b0858bcc7f1f4bc67a8bed5b,1102,8caecf83dffab0bac6b72623e6a7428c5a8cc791b0858bcc7f1f4bc67a8bed5b,47510085b3ba7c1da1bbc1ead5a248f31fdac56beb27c917d5255cef0e1cf2b3,53b1666a17c666266961f66e1eae8c169ad3d7c9b53a140b60db44c33f47eb5d,present,exact_match
SEQ000325,PKLR,P30613,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P30613-F1-model_v6.pdb,O75758,574,4e4075bd902760c9a35050c66dbe273ad1a4cf0dcf8ac68d3858465b0f757cf7,574,4e4075bd902760c9a35050c66dbe273ad1a4cf0dcf8ac68d3858465b0f757cf7,384c67e01e254da92ccdc84cee83ec9755129c4fdd0ab92aa8d19e7ece2c1cdb,d516a850568a5dbd74cfce0188dd2b91fd09f3b46153f3ec7c733d43f662c21a,present,exact_match
SEQ000326,PLAT,P00750-4,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P00750-4-F1-model_v6.pdb,A8K022,562,4d29fd09ba426cc617b6e576d98a128ec8eacdad5c5c1704381f32f5b0963348,395,3f94a1e487f4c8c071db07a35169101379e8dbe3e046d6858c986842a17fcc0b,27fdf000a387f682e7e72fd66541fcc6c1272392f8afd3a557ad2f74b22bf62e,874352e64f8aeb3fbad06896445b82cf40e6762185c7763afd17937330fb74c3,present,sequence_mismatch
SEQ000327,PLAU,P00749-2,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P00749-2-F1-model_v6.pdb,B4DPZ2,431,075cd160a22e392ad92776143a4af52ed1c6ac1e68ba82bc253ba8dd9daef9c1,414,91f283c054fd2554ffd74f28472ee8d8964019352b8959feab0f1971840077ad,c4df8562aa346f098bfad05892188cc1affc9622d9a9ad1a06264e4bd510d9e3,2b90c0e146adf2a71db145e7bd9819a66c3aea39d94ca36bc636a086ef44b56c,present,sequence_mismatch
SEQ000328,PLG,P00747,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P00747-F1-model_v6.pdb,Q15146,810,082ef6cfa8a9d5c17782cc036623a4c0ece915fc6a420e54678ff55dab70b98e,810,082ef6cfa8a9d5c17782cc036623a4c0ece915fc6a420e54678ff55dab70b98e,e38150a396fc0fa261e609f13791b544089848da8b00ffa07c41307de3c50bee,87f5cdd79538042746944a8293965a5ad842f052cc1af8f0335474f4efbdfa64,present,exact_match
SEQ000330,PNLIP,P16233,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P16233-F1-model_v6.pdb,Q5VSQ2,465,8e144ac7eadb8b0b53e0e195deec103c4626a452c2e9d6b3d76b1590d2ef1112,465,8e144ac7eadb8b0b53e0e195deec103c4626a452c2e9d6b3d76b1590d2ef1112,ab8d2fc128b732522f3571f216af0f0563ef00fea98cdeb6bcac82cc3330540d,ea663f1debdb652c498fc899e5400819bd564d5c107e7bdc46b5d0492395cd77,present,exact_match
SEQ000331,PNP,P00491,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P00491-F1-model_v6.pdb,B2R8S5,289,26869a7fa856d719c193b67a32ea0b6e3508c17ae6b4a22b7ec5e3fcce984a5f,289,26869a7fa856d719c193b67a32ea0b6e3508c17ae6b4a22b7ec5e3fcce984a5f,056349b96d9ad50c278c94394001c22764dc11dbe05a075ac67a778b9cb9f73a,7e3dec7d09c857f69a2f68d5cf74b294e267bd399e850e2093b40fa38b1a0160,present,exact_match
SEQ000332,PPARA,Q07869,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q07869-F1-model_v6.pdb,B0G0X3,468,764ef6f778faca895ff91fffd4fa52f9d65cec8f985aed444769b03068e81c4b,468,764ef6f778faca895ff91fffd4fa52f9d65cec8f985aed444769b03068e81c4b,346c501216aee820403e945ee92eb95a92336b388822b46c4ab383ab2e517271,de97a42af0a1e566f09b8413feef6c0c45b7441346fa3ea962f572d089b5c40d,present,exact_match
SEQ000333,PPARD,Q03181,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q03181-F1-model_v6.pdb,A8K6J6,441,f85202b5d75177e17ae2f6ce9634dd0f5a12ba04f3d22ab75c2febd126f075bf,441,f85202b5d75177e17ae2f6ce9634dd0f5a12ba04f3d22ab75c2febd126f075bf,bec74529409514d392e9e3f58cfa46ee256a5091f582a6c9bfd7a005e11ae4ab,b189cf767ea57b88a1367b4cbb29dca58a1f174c8127a0a713730780c7c93694,present,exact_match
SEQ000334,PPARG,P37231,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P37231-F1-model_v6.pdb,A8K3G6,505,1a9d5667abcfbe96d50f29121e815eef32ae5fbfb3de52728d9a2de30d764b20,505,1a9d5667abcfbe96d50f29121e815eef32ae5fbfb3de52728d9a2de30d764b20,f317ff662ca91befffb74c9046a2139c0169c992323e851ade88d992a946aae8,dc2ec367ef91b6a7772c7e7d72432ddd7c17ed3505244f85fc079885dbcb21ec,present,exact_match
SEQ000335,PPAT,Q06203,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q06203-F1-model_v6.pdb,Q06203,517,3f1bec36bceb5715ffcf8f871856c6ac5f06cd9db768dc5b9564357343e04616,517,3f1bec36bceb5715ffcf8f871856c6ac5f06cd9db768dc5b9564357343e04616,ce521bf53cde14222c7c18b413899dc8a102cfcbe856a56e7fda781fe641ea02,647e6c741e11360ea2e3eeb1ff6353e1aa05bae60291755d12eff4f3eba083aa,present,exact_match
SEQ000336,PPIA,P62937,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P62937-F1-model_v6.pdb,A8K220,165,71376b3a50a1cc063e09d51d93e09c4aacc3b77edd60a922db188157a62b0de4,165,71376b3a50a1cc063e09d51d93e09c4aacc3b77edd60a922db188157a62b0de4,2d2216a5b6948aa04f97b7982c61bfe3186aca14d90d87961c4cdcbbe698886b,7bafbdd999cdc4f11e6e984c17c56078ac27a75ea092fdd43265b4fa09348605,present,exact_match
SEQ000337,PPP3CA,Q08209,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q08209-F1-model_v6.pdb,A1A441,521,f6aaf7e71a1fc00010820206a124962549475105134324cb83accc64b6d4e9c4,521,f6aaf7e71a1fc00010820206a124962549475105134324cb83accc64b6d4e9c4,cceb299b158ba2f9e555f8bdaf4eab208f7f49ecd49bcc14b4af3758a9c87a84,a15c8600dadbb32255d9e14b32ee4b2a9a95bc83c128d4c394eb211a0f1a46db,present,exact_match
SEQ000338,PROC,P04070,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P04070-F1-model_v6.pdb,B4DPQ7,461,cf852057f4453227cc5a715f361fef11505f87941d0aa224877a55db7699a0fe,461,cf852057f4453227cc5a715f361fef11505f87941d0aa224877a55db7699a0fe,f09bc821272641538dd9a5498fb110f5b1549537a386b05b72250b882a6d0e33,d3de502e800373f8c2a2bbff70f254ec7ac2d0250ee23e17c4b08c138d8a70c5,present,exact_match
SEQ000343,PTGDS,P41222,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P41222-F1-model_v6.pdb,B2R727,190,cc9657ed9d24be73f3ac2409be1b57319f8dfa7b1db7a59a3cd08630064a38a1,190,cc9657ed9d24be73f3ac2409be1b57319f8dfa7b1db7a59a3cd08630064a38a1,2c9e81ac2f517c1523a854621eef9d7876d975e5dc37e0178dd4e7df18dfb18b,98ee4a50ba18bd759dd9d034aa122edab18ae8e7a19f5820e7a527f511d4135b,present,exact_match
SEQ000349,PTGS1,P23219,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P23219-F1-model_v6.pdb,A8K1V7,599,267b33979bfb5ca263d131678bce8f2d9d962079ce118d4b59fc0d4af11f9364,599,267b33979bfb5ca263d131678bce8f2d9d962079ce118d4b59fc0d4af11f9364,0b004c8b67a3e3ce8225ac5ef1201bb52db7a06bef0e7791e7b5294de62f64c4,0c5811ed7f344aff8ee340b3ef94134f015faebf1692160832ed1cfbfe48868f,present,exact_match
SEQ000350,PTGS2,P35354,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P35354-F1-model_v6.pdb,A8K802,604,e68aee34450b6e76702b13eaa365d21b896beea374590ad39bfdd7e8d6c145a8,604,e68aee34450b6e76702b13eaa365d21b896beea374590ad39bfdd7e8d6c145a8,0d64f38295da66c3935c8d4c85626623b15da598873d1293f1908740b5a06ea4,d11bc294cd59be2f08be01b40d43c7c08b6dae1fd043ff3c33e15a36887602b7,present,exact_match
SEQ000352,PTK6,Q13882,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q13882-F1-model_v6.pdb,B2RCR3,451,72ae3fbfaabc73063f5b44342bc0fc94ddc2c535148ab9ca1dbcf91c673da3f4,451,72ae3fbfaabc73063f5b44342bc0fc94ddc2c535148ab9ca1dbcf91c673da3f4,b69f5c34d004bb3ed0da0e4f21234a966b6f3c2bd31c84b817b956f3fa110018,4a93cbec87f580172bfd074d864527603b647417ce1be8b276af92a03de2bcb6,present,exact_match
SEQ000353,RAF1,P04049,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P04049-F1-model_v6.pdb,B0LPH8,648,cccfc1d98eae3098eabc4172a1261029642e3f31e5bbc317cc8a820a75086f1d,648,cccfc1d98eae3098eabc4172a1261029642e3f31e5bbc317cc8a820a75086f1d,5cf638eb37037d8672fa502d9bcb946b989ba94b9ead0282e77447cc33afb1a9,0871218014f1fe120fa4cff54a87a4c1c8ea587048485f2f9045888f7d41ad75,present,exact_match
SEQ000354,RARA,P10276,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P10276-F1-model_v6.pdb,B8Y636,462,8004a1c9c217fe6012b36949fb19437e9570870715c656d08f9b5e16ac29a282,462,8004a1c9c217fe6012b36949fb19437e9570870715c656d08f9b5e16ac29a282,d8306bb32b8883fb846fccb87c70bd1ba7e0bd0f0e2e63e237c4d1a06d433cb2,4a53f267acedd65a78ca12f017f32fa1f44f99620fd15d48059628821537b320,present,exact_match
SEQ000355,RARB,P10826,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P10826-F1-model_v6.pdb,P12891,455,73c83ae388f8feb7c4dc79ffcbcd63aebac2d46b63bf76339a088ecdf3e67bc5,455,73c83ae388f8feb7c4dc79ffcbcd63aebac2d46b63bf76339a088ecdf3e67bc5,db57290b36a7870a8f07b3068e5f13f77184c348478c1a6bdd4d67e4f28df072,f38d2e71f48219275147e3584734332cc988f10c0ffa56c93b82c066491643b3,present,exact_match
SEQ000356,RARG,P13631,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P13631-F1-model_v6.pdb,B7Z492,454,20d95bbd7219ed692991fc802f5ec153736cebcc544b1d5f94408f674165e914,454,20d95bbd7219ed692991fc802f5ec153736cebcc544b1d5f94408f674165e914,2f907cdc09507b686d934110c1eca226f74fb7da8e5e3992ec3a5119b2728508,70481f2208c770e5bf41682e72daf9bce000df04bdcb68bb0df1f1ea7a197729,present,exact_match
SEQ000357,REN,P00797-2,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P00797-2-F1-model_v6.pdb,Q6FI38,406,fcfb09a6bd3571f67e1a10ecdcd3005e00f3bd03a7e392bbe0ad742723ca029f,403,3a66b62a4e8b9ef53824e26a4d5c7da5b0a490c413552e00c9ebedc3916052a5,1fcd4cd68635f660da001f8294fe51a40e0050a5ab48d1d74ede61ceaf980da8,bfa28a3797bbc16780757399f2272d7f941bd2f110645f0ab886fd2277035b02,present,sequence_mismatch
SEQ000358,RET,P07949,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P07949-F1-model_v6.pdb,A8K6Z2,1114,10ec8a9e8316e42cd33c02e147ccc5d057ce4ecac76498c455a230ec4485d6be,1114,10ec8a9e8316e42cd33c02e147ccc5d057ce4ecac76498c455a230ec4485d6be,e91e604b805f3f8edd20aee6c44cba150faff7ab80d0ae2c9e263d099e0ebcbc,c082207bc9ba655edb51d98c51c6de231e1b9786876d81d5d73a94105b9cdad8,present,exact_match
SEQ000359,ROCK2,O75116,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O75116-F1-model_v6.pdb,Q53QZ0,1388,2674aa9015e37da743be74d67bce80b3cb35df6161e9182af9b87d25cb645d52,1388,2674aa9015e37da743be74d67bce80b3cb35df6161e9182af9b87d25cb645d52,6ec5d339b72df3fb2e695b2a53991b846a98a562f79e368e092dd3e596ada3e6,0eb8819b7c8da606bd2337997ebaeb086f91047c6fe9c62b0e30ef702ed072bf,present,exact_match
SEQ000360,ROS1,P08922,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P08922-F1-model_v6.pdb,Q15368,2347,cf559ca22e969dc6a8bb865fe5e89cf38d07e22a24caf182f8384201045496e1,2347,cf559ca22e969dc6a8bb865fe5e89cf38d07e22a24caf182f8384201045496e1,24883f90050038b98955131f8dfdc0a340c80869e885e258e9eb99e54848da64,e7745fbb81e69f2871df515eb68632f92e96f7259d6534379a2a3a7cfd74ae62,present,exact_match
SEQ000361,RPE65,Q16518,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q16518-F1-model_v6.pdb,A8K1L0,533,cbbde4fd45aee67b8bb1fa7f40c2f8aeabfa5c09fa32954630085fa8b1c47744,533,cbbde4fd45aee67b8bb1fa7f40c2f8aeabfa5c09fa32954630085fa8b1c47744,35685434f5b2d02810a1be9329f1cac16fd624f2822b609cdce208a1e275b40e,90f203c01171f27e665a47148bc686b404245079a1969b7d6ec461d8ba43e629,present,exact_match
SEQ000362,RXRA,P19793,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P19793-F1-model_v6.pdb,B3KY83,462,8e243e32883cfc5ef70c61b40fccb9f5c9241e4ff31f0797437cd643f82d9740,462,8e243e32883cfc5ef70c61b40fccb9f5c9241e4ff31f0797437cd643f82d9740,a5b9d73d5d66d7006b105d9bb7fa5f7b92b5a43f9f2ad01e1f07549595ceef43,facb1a803f15f1d80713a3fb7e40c45316141eef8a2022f9e43a3bc99ab170e3,present,exact_match
SEQ000363,RYR1,P21817,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P21817-F1-model_v6.pdb,Q16314,5038,13ec7d20623e4c991345c6e854938a42b0c3ba3acffa421ee016a700bcc189ef,0,,,aac9d06a9f9e04aa54c8fdecbf5a7cea6e09a85c9949c7b160014777100e62b7,missing,template_sequence_missing
SEQ000364,RYR3,O15175,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O15175-F1-model_v6.pdb,O15175,4870,e6406862b531219d01dbc7bb56a8c17a02e38f4aa54182c87dae3d334eea6e7d,0,,,aac9d06a9f9e04aa54c8fdecbf5a7cea6e09a85c9949c7b160014777100e62b7,missing,template_sequence_missing
SEQ000368,SCN10A,Q9Y5Y9,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9Y5Y9-F1-model_v6.pdb,A6NDQ1,1956,c345e66ed21d45f9acfe03a6e99ca5b9744199478b48087e17cb99e2ac0364f4,1956,c345e66ed21d45f9acfe03a6e99ca5b9744199478b48087e17cb99e2ac0364f4,03424e46028636de298e3a8730d8c4b3b64330842dfc6d8b5596ee6bde0911e7,4b8858cd1ccd8bf4684e63f29d008047e6862e321cddade07739ed099ff1fcfa,present,exact_match
SEQ000369,SCN4A,P35499,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P35499-F1-model_v6.pdb,Q15478,1836,d4b6667304f841b9798dc5b85e5de6e0aa708b3efbb34e8b63c4acc6c14b1420,1836,d4b6667304f841b9798dc5b85e5de6e0aa708b3efbb34e8b63c4acc6c14b1420,8530f51b4e15ca345defe969152c30f6c6e2631b7db9d85eaba2c3b25fa107a7,80ea76681dcdbcd89915a1f699d5bc4376dd54823edb8c0ee22d58b84b0623af,present,exact_match
SEQ000370,SCN5A,Q14524,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q14524-F1-model_v6.pdb,A5H1P8,2016,3b1719ba4947964cb94b865175fff405120a047e44643495f0965aa8178f7f49,2016,3b1719ba4947964cb94b865175fff405120a047e44643495f0965aa8178f7f49,a0a3b4090d83680e7d55fda3c4538d4df66de03c58c714975f2e42bb016e6970,4fb79ca86e7b195155ce88f579f015e2c931a01f80f9b2a0c5f971218c7b40a4,present,exact_match
