排序,优先级,原候选编号,小分子药物名称,旧靶点名称,新靶点名称,新靶点的已知药物名称,新靶点实验参考化合物名称,结合排名_每药384靶点,当前实验建议,需先确认的事项,评价理由,原冻结药物名称,名称与实物核验说明,原适应症,目标适应症假设,跨原适应症大类,药物完整InChIKey,旧靶点ChEMBL编号,旧作用机制,新靶点基因,新靶点ChEMBL编号,参考化合物ChEMBL编号,参考化合物端点类型,参考化合物证据层级,参考化合物实验编号,参考化合物文献编号,已知药物作用类型,已知药物查询口径,参考化合物说明,阳性近邻Tanimoto,可用阳性近邻_ge04,TxGNN疾病排名,OT疾病关联分,pair_id
190,P2 第11–20排名且仍可探索,C384-251,glasdegib,Protein smoothened,FAAH — Fatty-acid amide hydrolase 1,ACETAMINOPHEN,MK-3168,18,仍可探索,FAAH功能及非特异反筛，不归因一般抗炎表型。,格拉斯吉布–FAAH阴性近邻更近仍非本配对阴性，原SMO机制不同可作为探索起点。,glasdegib,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,联合低剂量cytarabine治疗高龄或不适于强化诱导的新诊断AML,arthritic joint disease,True,SFNSLLSYNZWZQG-VQIMIIECSA-N,CHEMBL5971,Smoothened homolog antagonist,FAAH,CHEMBL2243,CHEMBL2386558,"Kd,IC50",Kd_RECORD_PRESENT,"960967,960986",73697,ACETAMINOPHEN: INHIBITOR,ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.2962962962962963,False,17.0,0.5759422435794952,SFNSLLSYNZWZQG-VQIMIIECSA-N__CHEMBL2243
191,P2 第11–20排名且仍可探索,C384-252,lubiprostone,Chloride channel protein 2,FKBP1A — Peptidyl-prolyl cis-trans isomerase FKBP1A,EVEROLIMUS; PIMECROLIMUS; SIROLIMUS; TACROLIMUS; TEMSIROLIMUS,SIROLIMUS,18,仍可探索,确认母体及可用浓度，FKBP竞争验证。,鲁比前列酮–FKBP12证据弱但暂无硬反对，远疾病链不影响纯结合侦察。,lubiprostone,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,慢性特发便秘；慢性疼痛阿片相关便秘；成年女性IBS-C,peripheral arterial disease,True,WGFOBBZOWHGYQH-MXHNKVEKSA-N,CHEMBL1628478,Chloride channel protein 2 opener,FKBP1A,CHEMBL1902,CHEMBL413,"Ki,Kd",Kd_RECORD_PRESENT,"1786533,2427304,2427305,2500118,2587664","109433,128879,130783,131363",EVEROLIMUS: INHIBITOR; PIMECROLIMUS: INHIBITOR; SIROLIMUS: INHIBITOR; TACROLIMUS: INHIBITOR; TEMSIROLIMUS: INHIBITOR,ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.1636363636363636,False,30.0,0.3053140243978619,WGFOBBZOWHGYQH-MXHNKVEKSA-N__CHEMBL1902
192,P2 第11–20排名且仍可探索,C384-253,vaborbactam,Carbapenem-hydrolyzing beta-lactamase KPC,FKBP1A — Peptidyl-prolyl cis-trans isomerase FKBP1A,EVEROLIMUS; PIMECROLIMUS; SIROLIMUS; TACROLIMUS; TEMSIROLIMUS,SIROLIMUS,18,仍可探索,使用单成分并测FKBP12，勿迁移细菌蛋白结果。,伐硼巴坦PBP3结构不是FKBP12证据，纠正后仍可探索新二元结合。,vaborbactam,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,meropenem/vaborbactam复方复杂尿路感染含肾盂肾炎,rheumatoid arthritis,True,IOOWNWLVCOUUEX-WPRPVWTQSA-N,CHEMBL6132,Carbepenem-hydrolyzing beta-lactamase KPC inhibitor,FKBP1A,CHEMBL1902,CHEMBL413,"Ki,Kd",Kd_RECORD_PRESENT,"1786533,2427304,2427305,2500118,2587664","109433,128879,130783,131363",EVEROLIMUS: INHIBITOR; PIMECROLIMUS: INHIBITOR; SIROLIMUS: INHIBITOR; TACROLIMUS: INHIBITOR; TEMSIROLIMUS: INHIBITOR,ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.1724137931034483,False,4.0,0.3329811829638417,IOOWNWLVCOUUEX-WPRPVWTQSA-N__CHEMBL1902
193,P2 第11–20排名且仍可探索,C384-254,ubrogepant,Calcitonin gene-related peptide type 1 receptor,METAP2 — Methionine aminopeptidase 2,本地ChEMBL37未检出符合口径的药物；见另列参考化合物,WM-1119,18,仍可探索,METAP2金属条件和METAP1反筛，疾病推断另评。,乌布吉泮–METAP2未检得直接资料，原CGRP机制不同不足以排除。,ubrogepant,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,成人伴或不伴先兆偏头痛急性治疗；不预防,obesity disorder,True,DDOOFTLHJSMHLN-ZQHRPCGSSA-N,CHEMBL3798,Calcitonin gene-related peptide type 1 receptor antagonist,METAP2,CHEMBL3922,CHEMBL4456585,"IC50,Kd",Kd_RECORD_PRESENT,"2139634,2139635",115329,,ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.2523364485981308,False,48.0,0.304051870850119,DDOOFTLHJSMHLN-ZQHRPCGSSA-N__CHEMBL3922
194,P2 第11–20排名且仍可探索,C384-255,mirabegron,Beta-3 adrenergic receptor,MME — Neprilysin,RACECADOTRIL; SACUBITRIL,OMAPATRILAT,18,仍可探索,用纯MME活性检验新机制，控制可用浓度。,米拉贝隆心血管表型可由β3解释，但不否定额外MME作用。,mirabegron,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,成人OAB尿急/频/急迫性失禁；≥3岁儿科神经源性逼尿肌过度活动，片剂≥35kg限制、混悬剂不同,congestive heart failure,True,PBAPPPCECJKMCM-IBGZPJMESA-N,CHEMBL246,Beta-3 adrenergic receptor agonist,MME,CHEMBL1944,CHEMBL289556,"Ki,IC50",Ki_NO_Kd_RECORD,"595725,1812412,2604014,2604015,2640861","49077,110542,136223,137193",RACECADOTRIL: INHIBITOR; SACUBITRIL: INHIBITOR,ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.2285714285714285,False,5.0,0.5124733528993727,PBAPPPCECJKMCM-IBGZPJMESA-N__CHEMBL1944
195,P2 第11–20排名且仍可探索,C384-280,silodosin,Alpha-1A adrenergic receptor,CSF1R — Macrophage colony-stimulating factor 1 receptor,AXATILIMAB; PAZOPANIB HYDROCHLORIDE; PEXIDARTINIB; PEXIDARTINIB HYDROCHLORIDE; QUIZARTINIB; SUNITINIB; SUNITINIB MALATE,DASATINIB ANHYDROUS,18,仍可探索,CSF1R功能后确认肺动脉高压作用方向。,西洛多辛–CSF1R未有直连，原受体面板不构成激酶阴性。,silodosin,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,BPH症状；明确非高血压用途,pulmonary arterial hypertension,True,PNCPYILNMDWPEY-QGZVFWFLSA-N,CHEMBL229,Alpha-1a adrenergic receptor antagonist,CSF1R,CHEMBL1844,CHEMBL1421,"Kd,IC50",Kd_RECORD_PRESENT,"586446,609722,979930,2161762,2161769,2480021,2504703","48311,49695,74702,121983,130167,130906",AXATILIMAB: INHIBITOR; PAZOPANIB HYDROCHLORIDE: INHIBITOR; PEXIDARTINIB: INHIBITOR; PEXIDARTINIB HYDROCHLORIDE: INHIBITOR; QUIZARTINIB: INHIBITOR; SUNITINIB: INHIBITOR; SUNITINIB MALATE: INHIBITOR,ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.2475247524752475,False,23.0,0.350920784333648,PNCPYILNMDWPEY-QGZVFWFLSA-N__CHEMBL1844
196,P2 第11–20排名且仍可探索,C384-185,loxapine,5-hydroxytryptamine receptor 2A; 5-hydroxytryptamine receptor 2C; D2-like dopamine receptor,NTRK3 — NT-3 growth factor receptor,REPOTRECTINIB,STAUROSPORINE,18,仍可探索,核对精确loxapine结构并做TRKC酶活，避免将LOXO-195/larotrectinib资料误归本药。,loxapine–NTRK3的LOXO其他药名命中必须剔除，剩余证据缺口并不否决本药探索。,loxapine,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,精神分裂症；吸入剂成人精神分裂症或双相I相关急性激越,attention deficit-hyperactivity disorder,False,XJGVXQDUIWGIRW-UHFFFAOYSA-N,CHEMBL224; CHEMBL225; CHEMBL2331075,D2-like dopamine receptor antagonist; Serotonin 2a (5-HT2a) receptor antagonist; Serotonin 2c (5-HT2c) receptor antagonist,NTRK3,CHEMBL5608,CHEMBL388978,"Kd,IC50",Kd_RECORD_PRESENT,"586368,1828765,2065268,2583422","48311,110936,119003,131258",REPOTRECTINIB: INHIBITOR,ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.2337662337662337,False,38.0,0.3075666653901275,XJGVXQDUIWGIRW-UHFFFAOYSA-N__CHEMBL5608
197,P2 第11–20排名且仍可探索,C384-186,brivaracetam,Synaptic vesicle glycoprotein 2A,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",本地ChEMBL37未检出符合口径的药物；见另列参考化合物,CHEMBL5810180,18,仍可探索,先与levetiracetam同批PDE9酶活比较，再选可重复且有选择性的一个做SPR梯度。,brivaracetam–PDE9A近邻弱和同骨架重复影响排序，可与levetiracetam共测酶活探索。,brivaracetam,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,局灶起始癫痫发作,restless legs syndrome,False,MSYKRHVOOPPJKU-BDAKNGLRSA-N,CHEMBL1998,Synaptic vesicle glycoprotein 2A modulator,PDE9A,CHEMBL3535,CHEMBL5810180,Ki,Ki_NO_Kd_RECORD,"2593770,2594217","134415,134629",,ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.1818181818181818,False,2.0,0.3920251259446397,MSYKRHVOOPPJKU-BDAKNGLRSA-N__CHEMBL3535
198,P2 第11–20排名且仍可探索,C384-187,levetiracetam,Synaptic vesicle glycoprotein 2A; Voltage-dependent N-type calcium channel subunit alpha-1B,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",本地ChEMBL37未检出符合口径的药物；见另列参考化合物,CHEMBL5810180,18,仍可探索,与brivaracetam共用PDE9酶学预筛，阳性后排除检测干扰再做结合验证。,levetiracetam–PDE9A没有直接证据并非不可测，与brivaracetam共用预筛可减少资源消耗。,levetiracetam,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,部分起始癫痫；肌阵挛及原发全身强直阵挛发作辅助治疗,restless legs syndrome,False,HPHUVLMMVZITSG-LURJTMIESA-N,CHEMBL1998; CHEMBL4478,Synaptic vesicle glycoprotein 2A modulator; Voltage-gated N-type calcium channel alpha-1B subunit blocker,PDE9A,CHEMBL3535,CHEMBL5810180,Ki,Ki_NO_Kd_RECORD,"2593770,2594217","134415,134629",,ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.1967213114754098,False,2.0,0.3920251259446397,HPHUVLMMVZITSG-LURJTMIESA-N__CHEMBL3535
199,P2 第11–20排名且仍可探索,C384-357,enasidenib,"Isocitrate dehydrogenase [NADP], mitochondrial",LCK — Tyrosine-protein kinase Lck,PAZOPANIB HYDROCHLORIDE,DASATINIB ANHYDROUS,18,仍可探索,纯LCK与IDH2功能分开检验。,恩西地平–LCK没有实测反对；较近阴性化合物和IDH2机制不同只能降低先验支持。,enasidenib,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,IDH2突变复发难治AML,"chronic myelogenous leukemia, BCR-ABL1 positive",False,DYLUUSLLRIQKOE-UHFFFAOYSA-N,CHEMBL3991501,"Isocitrate dehydrogenase [NADP], mitochondrial inhibitor",LCK,CHEMBL258,CHEMBL1421,"IC50,Kd",Kd_RECORD_PRESENT,"430257,586842,1642927,1909790,2514865","35313,48311,103566,113531,130982",PAZOPANIB HYDROCHLORIDE: INHIBITOR,ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.2784810126582278,False,12.0,0.579082218569085,DYLUUSLLRIQKOE-UHFFFAOYSA-N__CHEMBL258
200,P2 第11–20排名且仍可探索,C384-358,duvelisib,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform; Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",PARP2 — Poly [ADP-ribose] polymerase 2,NIRAPARIB; NIRAPARIB TOSYLATE MONOHYDRATE; TALAZOPARIB; TALAZOPARIB TOSYLATE,TALAZOPARIB,18,仍可探索,纯PARP2/PARP1催化实验，不把细胞DNA损伤直接归因。,度维利塞PARP并列资料不是直连，但可检验额外PARP2作用。,duvelisib,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,经至少两线治疗的复发难治CLL/SLL；不将标签明确不推荐的一/二线计入,non-small cell lung carcinoma,False,SJVQHLPISAIATJ-ZDUSSCGKSA-N,CHEMBL3130; CHEMBL3267,PI3-kinase p110-delta subunit inhibitor; PI3-kinase p110-gamma subunit inhibitor,PARP2,CHEMBL5366,CHEMBL3137320,"Ki,IC50,Kd",Kd_RECORD_PRESENT,"1553354,1935249,2214662,2238133,2238144,2251539,2362426,2610722","98298,114631,123463,124310,124632,127965,136432",NIRAPARIB: INHIBITOR; NIRAPARIB TOSYLATE MONOHYDRATE: INHIBITOR; TALAZOPARIB: INHIBITOR; TALAZOPARIB TOSYLATE: INHIBITOR,ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.2592592592592592,False,2.0,0.3991994491436579,SJVQHLPISAIATJ-ZDUSSCGKSA-N__CHEMBL5366
201,P2 第11–20排名且仍可探索,C384-359,desoximetasone,Glucocorticoid receptor,RARB — Retinoic acid receptor beta,TAMIBAROTENE,TRETINOIN,18,仍可探索,母药RARB与GR报告分开；银屑病重叠单列。,去羟米松RARB检索实际来自他扎罗汀活性酸，纠正后无本药RARB硬反证。,desoximetasone,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,糖皮质激素敏感皮肤病炎症/瘙痒,psoriasis,False,VWVSBHGCDBMOOT-IIEHVVJPSA-N,CHEMBL2034,Glucocorticoid receptor agonist,RARB,CHEMBL2008,CHEMBL38,"Kd,IC50",Kd_RECORD_PRESENT,"195489,195491,195813,430405","13424,5830,4702,35322",TAMIBAROTENE: AGONIST,ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.1444444444444444,False,44.0,0.5917807047164206,VWVSBHGCDBMOOT-IIEHVVJPSA-N__CHEMBL2008
202,P2 第11–20排名且仍可探索,C384-379,gepirone,5-hydroxytryptamine receptor 1A,GSK3B — Glycogen synthase kinase-3 beta,本地ChEMBL37未检出符合口径的药物；见另列参考化合物,STAUROSPORINE,18,仍可探索,纯GSK3B功能与5HT1A分离，双相获益另证。,吉哌隆–GSK3B无直接证据，受体下游效应不支持也不排除结合。,gepirone,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,成人MDD,bipolar disorder,False,QOIGKGMMAGJZNZ-UHFFFAOYSA-N,CHEMBL214,Serotonin 1a (5-HT1a) receptor agonist,GSK3B,CHEMBL262,CHEMBL388978,"IC50,Kd",Kd_RECORD_PRESENT,"305251,570959,586329,1290318,1434610,1449342,1463635,1516575,1545544,1586032,1784620,1928060,1969948,2032783,2115437,2291844,2297962,2583233,2645101,2660682","21020,47256,48311,76817,89342,90310,91014,93482,97576,99644,109299,114252,115587,117897,120623,125765,126004,131258,137289,137700",,ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.2894736842105263,False,22.0,0.614056644527184,QOIGKGMMAGJZNZ-UHFFFAOYSA-N__CHEMBL262
203,P2 第11–20排名且仍可探索,C384-023,tapinarof,Aryl hydrocarbon receptor,ESR1 — Estrogen receptor,CLOMIPHENE CITRATE; DIETHYLSTILBESTROL; ELACESTRANT; ELACESTRANT HYDROCHLORIDE; ESTRADIOL; ESTRADIOL ACETATE; ESTRADIOL CYPIONATE; ESTRADIOL VALERATE; ESTRONE; ESTROPIPATE; ETHINYL ESTRADIOL; FULVESTRANT; MESTRANOL; POLYESTRADIOL PHOSPHATE; RALOXIFENE; TAMOXIFEN CITRATE,CHEMBL377849,19,仍可探索,先验证ER-LBD结合及竞争，再区分激动拮抗；同时控制AHR解释。,tapinarof–ESR1需以直接受体测试区分AHR间接调节；缺已知ER亲和正是可探索问题。,tapinarof,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,外用斑块银屑病及特应性皮炎,HER2 positive breast carcinoma,True,ZISJNXNHJRQYJO-CMDGGOBGSA-N,CHEMBL3201,Aryl hydrocarbon receptor agonist,ESR1,CHEMBL206,CHEMBL377849,Kd,Kd_RECORD_PRESENT,381820,31522,CLOMIPHENE CITRATE: MODULATOR; DIETHYLSTILBESTROL: AGONIST; ELACESTRANT: DEGRADER; ELACESTRANT HYDROCHLORIDE: DEGRADER; ESTRADIOL: AGONIST; ESTRADIOL ACETATE: AGONIST; ESTRADIOL CYPIONATE: AGONIST; ESTRADIOL VALERATE: AGONIST; ESTRONE: AGONIST; ESTROPIPATE: AGONIST; ETHINYL ESTRADIOL: AGONIST; FULVESTRANT: ANTAGONIST; FULVESTRANT: DEGRADER; MESTRANOL: AGONIST; POLYESTRADIOL PHOSPHATE: AGONIST; RALOXIFENE: MODULATOR; TAMOXIFEN CITRATE: MODULATOR,ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.3636363636363636,False,17.0,0.4608943782534754,ZISJNXNHJRQYJO-CMDGGOBGSA-N__CHEMBL206
204,P2 第11–20排名且仍可探索,C384-024,givinostat,Histone deacetylase,FLT1 — Vascular endothelial growth factor receptor 1,SUNITINIB,STAUROSPORINE,19,仍可探索,确认FLT1使用域并用匹配参照；结合阳性再做激酶/受体功能。,givinostat–FLT1的HDAC表达效应不是直接结合证据，但没有具体反向活性阻止探索。,givinostat,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,≥6岁Duchenne肌营养不良,coronary artery disorder,True,YALNUENQHAQXEA-UHFFFAOYSA-N,CHEMBL2093865,Histone deacetylase inhibitor,FLT1,CHEMBL1868,CHEMBL388978,"Kd,IC50",Kd_RECORD_PRESENT,"586595,1586024,1730335,1740145,1774220,1828550,2065473,2291847,2583217","48311,99644,107047,107425,108894,110936,119003,125765,131258",SUNITINIB: INHIBITOR,ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.3717948717948718,False,11.0,0.5746657928529721,YALNUENQHAQXEA-UHFFFAOYSA-N__CHEMBL1868
205,P2 第11–20排名且仍可探索,C384-025,ozanimod,Sphingosine 1-phosphate receptor 1; Sphingosine 1-phosphate receptor 5,JAK2 — Tyrosine-protein kinase JAK2,BARICITINIB; DEURUXOLITINIB PHOSPHATE; FEDRATINIB; FEDRATINIB HYDROCHLORIDE; FILGOTINIB; FILGOTINIB MALEATE; MOMELOTINIB; MOMELOTINIB DIHYDROCHLORIDE MONOHYDRATE; PACRITINIB; PACRITINIB CITRATE; RUXOLITINIB PHOSPHATE; UPADACITINIB HEMIHYDRATE,RUXOLITINIB,19,仍可探索,先测纯母药JAK2作用，不能将S1P免疫细胞效应当激酶抑制。,ozanimod–JAK2的S1P/JAK并列资料不算支持；可作为未知直接作用检验。,ozanimod,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,复发型MS及中重度活动性溃疡性结肠炎,gout,True,XRVDGNKRPOAQTN-FQEVSTJZSA-N,CHEMBL2274; CHEMBL4333,Sphingosine 1-phosphate receptor 5 modulator; Sphingosine 1-phosphate receptor Edg-1 modulator,JAK2,CHEMBL2971,CHEMBL1789941,"IC50,Kd",Kd_RECORD_PRESENT,"686110,851239,874065,874070,957626,1288560,1368153,1368161,1432585,1433466,1564734,1564742,1642924,1681028,1729903,1841384,1841388,1926625,2059134,2076852,2222856,2373549,2425142,2425162,2491983,2568848,2577390,2588868,2595237,2621780","54135,65396,66642,73493,76911,84053,89675,98712,103566,105089,107037,111401,114194,118777,119422,123783,128224,128837,130574,131148,131226,131949,135146,136696",BARICITINIB: INHIBITOR; DEURUXOLITINIB PHOSPHATE: INHIBITOR; FEDRATINIB: INHIBITOR; FEDRATINIB HYDROCHLORIDE: INHIBITOR; FILGOTINIB: INHIBITOR; FILGOTINIB MALEATE: INHIBITOR; MOMELOTINIB: INHIBITOR; MOMELOTINIB DIHYDROCHLORIDE MONOHYDRATE: INHIBITOR; PACRITINIB: INHIBITOR; PACRITINIB CITRATE: INHIBITOR; RUXOLITINIB PHOSPHATE: INHIBITOR; UPADACITINIB HEMIHYDRATE: INHIBITOR,ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.3137254901960784,False,50.0,0.3392942578273948,XRVDGNKRPOAQTN-FQEVSTJZSA-N__CHEMBL2971
206,P2 第11–20排名且仍可探索,C384-151,ranolazine,Sodium channel protein type 4 subunit alpha; Sodium channel protein type 5 subunit alpha,CA7 — Carbonic anhydrase 7,METHAZOLAMIDE,ETHOXZOLAMIDE,19,仍可探索,核实CA1/2论文浓度单位和方法，再同条件检测CA7；若仅高浓度普遍抑制则后置。,ranolazine–CA7的CA1/2活性线索不能转移效力，但支持设计同条件CA7探索。,ranolazine,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,慢性心绞痛,duodenal ulcer,True,XKLMZUWKNUAPSZ-UHFFFAOYSA-N,CHEMBL1980; CHEMBL2072,Sodium channel protein type IV alpha subunit blocker; Sodium channel protein type V alpha subunit blocker,CA7,CHEMBL2326,CHEMBL18,"Ki,Kd",Kd_RECORD_PRESENT,"302350,989827","20823,75385",METHAZOLAMIDE: INHIBITOR,ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.3478260869565217,False,12.0,0.3695798546847018,XKLMZUWKNUAPSZ-UHFFFAOYSA-N__CHEMBL2326
207,P2 第11–20排名且仍可探索,C384-152,rilpivirine,Human immunodeficiency virus type 1 reverse transcriptase,MAPK8 — Mitogen-activated protein kinase 8,本地ChEMBL37未检出符合口径的药物；见另列参考化合物,STAUROSPORINE,19,仍可探索,用JNK1/2并行酶学先作区分，有重复浓度依赖后选择最可解释者。,rilpivirine–MAPK8证据缺口与同药候选冗余可通过小面板解决，不应作不可测判断。,rilpivirine,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,符合初治/病毒载量≤100000条件HIV1联合ARV；稳定病毒抑制者与cabotegravir短期口服联合；年龄体重及无耐药/失败条件依剂型,cancer,True,YIBOMRUWOWDFLG-ONEGZZNKSA-N,CHEMBL247,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,MAPK8,CHEMBL2276,CHEMBL388978,"Kd,IC50",Kd_RECORD_PRESENT,"325063,586332,1699208,1828587,2065439,2374379,2374992,2502299,2583252,2645100","30300,48311,105824,110936,119003,128249,128261,130836,131258,137289",,ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.3428571428571428,False,28.0,0.5695575193726816,YIBOMRUWOWDFLG-ONEGZZNKSA-N__CHEMBL2276
