homology_cluster,sequences,split
SEQ:400250654e9dc7c11f382278d9c211eb065495dd7c328c630feeef60bdabe2cb,2,train
SEQ:401f7bfbebd94a95e71b1975d55dff5f3f491b9f046a31fa6e4f0136cb8fb335,1,validation
SEQ:401fc3b4a80d73f0795068cad97714a8a195acfc5ea1b1f92d19f3427d9c0736,1,train
SEQ:402b1be98502a52aabe79f6a9b3d672aa5d1ecc2c08a0b583df79e4dbd821112,1,train
SEQ:403b3854f583e63338caf9b007ca5c82f19ac999baec704a56cbd70db86d9c9a,1,train
SEQ:405d91ca6c9ef9044478c33932562be0c5aa3243e16be09c7446f692290c36fb,2,test
SEQ:40750bce57b72ecb5330db1601f9a1f3abedd86b5267ef623ebb1e89d0d1361c,2,validation
SEQ:4079238abb5796de8bb14a31146b4767ca88e5f50a5923ccf2fd9c1b1d74565b,1,train
SEQ:4080fd6725910f5b756dcc471af6d42bfa0a049691757f52556bc1ad111af460,1,train
SEQ:40a8fcc2747adaae4a57b350d596fa5441cac01465290831e30731ca0cd882f9,1,train
SEQ:40aac23a59e6fb97fe6ca5fc7410c416c0aeac402113e0e580de80d9e5c882a5,1,validation
SEQ:40cfae90ff22df4a6d1da16c8b10973252a95579fe353459e694b78742403788,1,train
SEQ:40e3dee4a1b80e9d09e352ef04bef796e4015cd28259698964f58b22a38cbf28,1,test
SEQ:4103e48a62ade11c1ec2a3d9d49beec769773d069d854f7bad4a611e9a15e601,1,train
SEQ:412a1e4b66d826ad5841241c3c17f91240b00d9564b126a27311ac7c7afc050c,1,train
SEQ:41402e8085c02fad771cfc68a1b718c1e74779bbc81789820974f3013ec73ca6,1,test
SEQ:414b0384e779f3a75a1565a004cf4a0b1f8afcb33fff0c5d4d06296ab7ac26f1,2,test
SEQ:4152669414f4324b4d1a3708db94872e7befb15b1c7b3c45193022bdeda4734e,1,train
SEQ:41764a67881cf152943f723ad41af295d1935f6324b13d6a2d953b30f7670ebb,1,train
SEQ:4181a0f588afd94f471a12ccb44732b35f2d655e0a5a6c6bc65016d206f66311,1,train
SEQ:41956b7e9832a029d1bd2e82df945541daecba82d67816c077a81bb40a054123,2,train
SEQ:4196238bff47a46cff479e27ffbf9196377ee68c8dd86d7c37f98ac28112c63d,1,train
SEQ:419e4dc8adbe6e5c40c24c2479e48931f61150dfe7759907fb8e3a6144e21e98,2,train
SEQ:419fcf67c8bf20d2694540c33a32d9865546c08026795151312fb818c30a0435,1,train
SEQ:41b7f83599f74232022b2849406c8b66303ad8162b0f8c14ec41b50f9eec6c85,3,train
SEQ:41bdb9ce3dbf445e23fa017461c0d355c9b754037e2c737fde9d86321a27b716,3,train
SEQ:41c2ed79d4eca3264c2d273b3ba95597880fa90b7790e564f747e4b0b5f5ac37,1,train
SEQ:41fa1f6aca415534d8f843c1258cd756f485afcfbbca1d11687466f86f2a5128,2,train
SEQ:4201d349c1df1a33cb1bb5591a167b623fdb7e81a1f41a7f41f990292ce6f803,1,train
SEQ:420762f293c0da767dd51507e32ed4e5fe2b62d02cf916bb42507e9cc8bcb461,1,train
SEQ:42233857ba8f3530705d5308f80e53e1096be889d329700baec4e9a76c7c6a87,1,train
SEQ:422f5a848c7a8657ed4f760e0a90f7d6e281f147823890b5a30d3caa7189fc72,2,train
SEQ:42353e7358c520438331fbd40886a43cd2a375d29227d3f89c81d55458aebee3,1,train
SEQ:426a120e9105502534446b6b2f93d80918127f6d0a708f46a005683d0db7c88e,1,train
SEQ:427556ee7e35633327c1f10323a53d0dd5f99eadf9f9c82b9eeac4ca4690350f,2,train
SEQ:429a9fd10d9f414f12ee1a8c97d42414a01339a064a93b73e0b9288a2a62253a,2,train
SEQ:42c890975b323a20df95e5294bddb6e40c5191c52e76d5767270e2c4b8dd0d15,1,train
SEQ:42e60206bc50fc6304e4f5d4cb2b1bbf21fd04ca8fa4e288b69f92df7d5215c1,1,validation
SEQ:42eb82a63934e927fb1c7bda01b6dc6e85cef07adbd57a658471b1a727dd8cb3,1,train
SEQ:4324259f8709946224b5527edd7f89f7ea7984f59107f58e74b47a7f53b0083d,1,test
SEQ:43341ac6874982bfe3785269dbce8b8aecd6dfbf7a7d458f05ffda1f85afde1d,1,train
SEQ:4351d5da0923c75f72d563cfb7cb6e13f36325a5e6645ba419f60c9301ca69f9,1,train
SEQ:43533c1b1899c9ee76af1f97fae2506f3c2f8dfbad1d6db2974b60d3e16ad51c,1,train
SEQ:43654b9ee9fc7ffd20d063e02e0f2715849c8a83afd11da12a1e44a2d76d66ec,1,train
SEQ:437d4bdcaed5fbb16b22a5d1593c11b3beb2202409cf4d7fa10854f2c05438e9,2,train
SEQ:438dc726c30d0ff5ba1dfed88531d0758ecfa43be6730b09dce8957af6ef8e39,1,train
SEQ:43a217f7aaacdcd3021217242a697e79effab3b1f3ad4169710cd327cdeaf9a5,1,train
SEQ:43a542f95ef320006f30650d76938cf42b281b6594d78e5744e914f7ac2b55af,1,train
SEQ:43aa1cdb7bb3efd8b9d3a0610e7dfde2f8a390c7892e6a537e446ba96a8b6eff,1,train
SEQ:43ba3202ee502b28ac182b6722c13cac5439a135673bb65692cc8279f8afaccf,1,train
SEQ:43cd6328b386bbe69c69ce512c9aa51472f4caf22f8ce0e3208159c4fcf9e1b7,1,train
SEQ:43d593c25acc0fc9883bce6503297f483b48516265a25e5212c00496f1b7d2df,1,train
SEQ:43d75238ae2a19350ade30115565034e36d89896e6377a443379810b1d87494e,1,train
SEQ:43f59dea474c37cd31121cb53f0c2650cc5833617f353453832b71c6260fc130,1,train
SEQ:43f6095fcbab494973a816cf1be6a7602b856f4780fe6de9db69c5ebb4098107,1,train
SEQ:43f93e1c3854918c221dcf0d9cbac12f876ae036d8df29803503429512fa474f,2,train
SEQ:4403cd2cc408845d565c619ae03210af3330ba6c8d4c36d5e68e284ad060ef7c,1,train
SEQ:440707fe07775ac5a8e888c6aef2878f3c2bec58efef7110ba796ec2f53694b0,1,train
SEQ:441a52d16451cae586486b389a4039091a79e25b5afe1969936176d777b39f46,3,train
SEQ:44422865b2b1a4d71288ab8fd130b74c7b913ab570a44816c7fb0f6dd6158f01,1,train
SEQ:445e3c0ea7bc0ac5d51be8b30d98f0f114fec71aa41340971e2a7ee2d6c09972,1,train
SEQ:446131d687021dbe4415f9fd5ce2fcc70649708906293dc4662dc5d48a5235f5,1,train
SEQ:446b0592a2c6ad5d9ae730cd172c86496dea7eb063cbdd464560c97f6353af14,1,test
SEQ:44a1f60f220e5124334d7d98343dfc644b01424294e481b4cf40cc9cfbbc6e63,1,train
SEQ:44a39c0abf90e9da9f443ec722b161d35249899412fcaa9128d2dcabff95ca11,1,test
SEQ:44aaa3b89f059a76f4ff72aa851a62903a233a4c0a069e6c3f106e549632fb51,1,train
SEQ:44ac17d29f7277ebeca6d34921f74b0bf1cfb373b6b146dcb978e042e912bdb2,1,train
SEQ:44adbc3029efd6c690accac06bfd2f5b58e943b7492e8aa53c64b2fde151d155,1,train
SEQ:44e395f9b41eb651862628fc933e70eec3bad31789884a36637cdf614850b254,1,train
SEQ:44f49e57513be0fd7489ba6c76d6c7478772f1dda95f7e754f86951cb426ec92,1,train
SEQ:44f63d7b82acb37db8c72c5cdc5ccbdb174a4ec5042b53da94c72c51a1d559cd,1,train
SEQ:450a21105b740fd60df57b1fa1f127cbbcfe9167e01cd5ddd638d7d55c4c53e5,1,train
SEQ:450f49966564e0d2c6fd76f6e8ff87cdea199af3f851173d6695a04424f3f627,2,train
SEQ:451912be6993a796cd406ab971e983870033489574db6a2cac25d8d1522481df,1,train
SEQ:4529d3032953499582b8bec8d19afc061cb89f1bbf7cafd1012e089197cf1d76,1,train
SEQ:453b958bb2a141ec6b679b59f46f5be7de535e55909b55918a8a66c684791f0d,1,train
SEQ:45553a5ee7870094a40c8560c5acdde38f6bb756b96f7b800522be303694334e,1,train
SEQ:4558ef164b75535e3b98e775e56acfa44d4286389b10d6563a232ba929630991,1,test
SEQ:455a3743ead4dc373fcf76bcaa0ba8a3cd517d97ac52e18988d560da6c3747c9,3,train
SEQ:45851e9da02ec2fc37fcfd853aa1fcf984992c376cc5cbf2ede7df746a09e322,6,train
SEQ:45bf6d2c1b94750f98f70cdb47d0dd505aa3287077a7120c5e9ed3775cca1bd2,1,train
SEQ:45d38808a4f8c29952d5de34f4f362ddc05538a30d52848f5fcbea127fb3ce08,4,train
SEQ:45ddb96a067b308e5f5109b8b0a1a8d41762e68566020184fe05c023c3f498ca,1,train
SEQ:45e768a3c04c9442beb6640faecfdd8a6556b04a40a52b10633a3e8ff454e052,1,validation
SEQ:45f3accf6376a03ae67f2f0f36a751be99371e71b2561159853df3d1cb29c23c,1,train
SEQ:45fe7b15d1edada65a05ba373565c3352a9ebb34580bbdd4d758b39118a03ff7,1,train
SEQ:4602a348ca21f49c27d1dfd706dbfb54f20ab49a7de362ece550dbb1dd236c87,1,train
SEQ:46225b1b0b6405e12ebf15177d9cdbfd29ac67b1d087a3df5a4b954f9db27f64,7,train
SEQ:462359258ec669436763287109f8c6e8b5abc18eaea3865a9f123c8852a40ea4,7,train
SEQ:462c157a4444fcbfb9ba57b67f342db52b80887f3370f552ba8e2109caa035e2,1,train
SEQ:46471c59879b94f60e49a471491e47c9498d5300060b2a9dbcec17cb270c606d,1,train
SEQ:4656222f4a78f7533f16bc5aea6aaeb74167f661553a8d64593bbba2bb2e5d85,2,train
SEQ:4681134390594e14beb69807c47d738e2a4dbd29e776e3ff46cb5374b68fc516,1,train
SEQ:46a29816a02b390e24a91b866fb8e3d0ee78ec9421161dc4321ec248a5a49347,1,train
SEQ:46ae2ca491a78b9c2a476ce372cb54842db7e129f5659a2034bf69c1301cdac9,1,train
SEQ:46b3751103b789fead3e1bc77c90f55a8f619399e9f08e40158dc2e73887bd33,1,train
SEQ:46c07f9bbbdc76f1f718e8265a9b167ee540a8a45d1775788fdc3e9cc42815d4,1,test
SEQ:46c4086145e7cb278167422575562ac32901ce21011e718e91e0a0e7cece8eb4,2,test
SEQ:46e62d5476ef3e5a8097fbbead89bc7b85b4d694781f998b8e3404b4370b55d1,1,validation
SEQ:46f4c1a3424554065945dc300b30e255ccd103ed4592c411fd419a075e3d56df,2,train
SEQ:4700fc83b4ba933fb7ffc84b14b7615caa5eab47ff71ad94c8c9d7ee4bd217e4,2,train
SEQ:471c0ab941ac302ec6260b88c6d9873b7598d891fa40f160d46ec550156b75f8,1,train
SEQ:472af6508d0abc1e16bfdeeb4e0c382768978b6384d45b6e561d23c7b48d509a,1,train
SEQ:473766ec11b4836a496aead5aed0807812443462b354d8d4e03de5790e0f24c3,1,train
SEQ:47447b2ae250183b7230f937e0cf32b625f269f56379ba922defa4c3a02a46c0,1,train
SEQ:479061f567b6fa8856ed8f6310b754d8ca94f1a3a74407e06593819bc7d21c34,1,train
SEQ:4793c5b0a3bb8263732fb612f8f21834b21a20617a8ea595843c2ec3fead15e5,1,train
SEQ:479d0d6a2b3037f66391cc6bfb48376a79249c75679fefc4a5503d681e05ff49,1,train
SEQ:479f242b8efb9311c8a3610979f03e5762d6a17070aef11f9911a0479c7cd3e0,2,train
SEQ:47ac6e9f63a78f48d4b7c4695d9271ae3d7b713159ee6909746fca1f43d8778f,1,validation
SEQ:47cb1df5b5e38c70e94c254f5867c0b0571da522ea88ea12ce4ddaf224bb1bf0,1,train
SEQ:47d59ba657644e0e8d827458a3b92ef97a5a4b1db4061815416a152385ab88de,1,train
SEQ:47d8ff364736d41a97b44a2e2c8561fc796f4c1a974dcb6cce8de14b5883fdf9,1,test
SEQ:47dae33285446c4aba143bab37177a3613fd5469c2e26c63c55b73512ce0b218,1,train
SEQ:47e7656a233c250a48b3d3af374a9528566d00579d16e0dacd28edf85a4a676b,2,train
SEQ:47ffa56716d1412aff523a178b99eb7383c9708247f37f2b795d522e8467f2c0,1,train
SEQ:480e59e625dcb7b3d3852c7b8cf8d62378e452426167f65c686cd7f8c9c8918a,1,train
SEQ:480f9006956c5a9dd9b41407ca65738bd6df381403646ec1e37c9f9bb3ae6ad7,1,validation
SEQ:4823d960eb49f13e182cae34a2ca4de470348269c0cb36722b98b1060d505c1f,2,validation
SEQ:486dfc57e7984c71a5b05346fff61606d92d4d9518f6ce220be4a3b3dd9ed92c,11,train
SEQ:4888fdd8250c46df273491f16f70c9da7cc0d172b32119269915247ef9685660,1,validation
SEQ:488b81606e4483f55051d22db7c8d16239ac767877df08c4b605dd0e854627cc,2,train
SEQ:48ae6d5533dd7faf386b768e3da89f009ee6678a330e57c47be85385d5aca664,1,test
SEQ:48bbaecb588757453895e5361c3477683556433826039fe35654f3f0effafced,2,train
SEQ:48c2be0a43633acbf432ae16566864a8402e0d66b711cab6ca0fbb2759a6dbbf,3,train
SEQ:48d7dbbcb12a2a65881db35ea9c5dbb2a963328bb88cf8ed3224435b8f61ec5f,2,train
SEQ:48ec5dbc44e863b8928808b544bb07b3a96a248a8044ce385e6645a8075b7e15,2,train
SEQ:48f579d5fcafcc7513a4bb41f8c780336ad8c4e846e7d296ad17d583ccd797e4,1,train
SEQ:494a51a306634b8f56b99072ca805e5a748d23f64a07617dd4235c46359f7ba4,1,train
SEQ:494afac2b8ab2fd3e1a65a5bc678c87cbd3a3072562b640b10f0b0f33962705a,1,test
SEQ:4957964dcbfcee0fc9f7a4a7a19b53971b627b7ce41e1406f82aa8131fb30a16,1,train
SEQ:4974a49a5926727315292d41f6594f98537b8d7c87d7070dc08dcb5209f47ca6,1,test
SEQ:497e11dba0f2cd7b80e50867f982e3fb2e705bc104b7a236772d794898203da8,4,train
SEQ:4996ceb8af2e55bb2fb997044a67915bd4d1de8ba77976131c98bb382bfea722,1,validation
SEQ:499d7bf59db33f2a877745045c7f1885e74a10e88dab5c10d5d7faddbbc8ab8f,1,train
SEQ:49bca4bf056d239c66207751c15e2f1bf5c5f810a8685932c00ef588360f46ae,2,validation
SEQ:49d6a6109e1068f917dea2cce591edc56bf003e5e916afe897f52ce2f902f7f6,2,test
SEQ:49e21bd2c373dc3c5518217212cab1152405fd39593916e26ce67bdd45a6654e,1,train
SEQ:4a09bef63b63218da52de080e5082e60c6f9282b6efab70074a7ce4f48a684f3,1,train
SEQ:4a15fafd501860ab4b3ba9d270115991c76ce5e20056af2d0de8f5502607bf75,1,train
SEQ:4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,2,test
SEQ:4a2cdffb4170ad90dea6a85e6dd709acff401a12fbcfec8052ee1ece3625523b,1,train
SEQ:4a2ff6101f1aad73908c811b56b76d54ee4297b2939c31ff447e7cdaee57035b,2,train
SEQ:4a47759801962a00105488bd4785164fe2ad53487e93dbe2ac3159c150c0c536,1,validation
SEQ:4a619c6f5843477224351e0f3faf52e144c95256b00b17bd8e587e11631228d3,1,train
SEQ:4a646653515a8e3dbd46f4584e0ca5f7abd912d53e81e2e5267f8f38e7287a35,1,train
SEQ:4a6a7361d9c7f2423d6ed9b7768665302b805b850e78387ac33213af7fcce22d,3,train
SEQ:4a704d3a1e5afb8e1876bb96abe0a72d470ba8e7aa6d0a65876ba152edb6280d,1,train
SEQ:4a78962f180750c12413273ddb6d89c67ed310b193336351886c7f3292683654,1,train
SEQ:4a95eda7034699c94349927e508f0bdbcafa840184a7057b83164ff9675049e0,1,train
SEQ:4aaea79a3ee58ac478108c453469d7356f10d231939a83170b403e184649e49d,1,train
SEQ:4aafdf53da42ebcd4162503fe1aaa6bea27a07666b823a73d523751c7e909dc8,1,train
SEQ:4ac49ae30d27c3cb7a8d36cdbc4cdfc2b755a3867ac60e42d1c2ac7b8d7654c3,1,test
SEQ:4aceae74eeb2812d4a0b41fd3038ffdab629ddff15a4da25536d21a38ce8f807,1,train
SEQ:4ae53380337033c7826f7b5631660982682d16497df5d8bb480d0e4ba2e349f8,1,validation
SEQ:4b06c005b5a58ea6f0458766c645eca4634f2ca637a3a822a703661aaf4d15cb,1,test
SEQ:4b26572e989c92e6d0071d302b8e6415d4da8425474f0327719587974eb98d67,2,train
SEQ:4b2c2bd32a59c45cd89bf42b340c41f03a8517f2fd427d837cfa76b63742ffee,1,train
SEQ:4b3334bba830c2f7d886e2ec16e1d2a9270108ea40b962522c22590594be467c,1,train
SEQ:4b33c83278e1942efd5886a81867e75cd82a41392387ad8b9673966abb0b247f,1,train
SEQ:4b446830b1bae30fdb22adf37a191bbf63d51bb5938485f6cdede8ce3eda85fd,1,train
SEQ:4b44c3e1949c7320cf46913bc8e2ac140d6a875ea7e9e855a0d4e0dd3a195482,1,validation
SEQ:4b73868ce025017dbd7dc7c6e3d898657ae4faf8dd559c654aec1cb4c86901db,2,train
SEQ:4b73d64b0465b0ed784b159cdfa81ed8eae4d6ca2d3bcfc241ede579e2daf865,1,train
SEQ:4bb952b65f668c19ab8226ffb2a3e738f1f44b6c5584db487470c2ab6ae916a7,1,train
SEQ:4bc37e873a119418b1c915dcfcbc6cc483e3c641a511a9203a50ff1614c7b6b1,2,train
SEQ:4bc65a0b37752dc3e42d1760742a7fc77394ac49cfb6e9baaaee0fdd83a898d6,1,train
SEQ:4bd9f79d3aeb636c4efaa6493794090dd6ef5c7e9878b258ad100c478cb95576,1,train
SEQ:4c0cef143858b123b57fe94ba580d433ebbad7bbfb5265d8ae729c1e43be5e46,3,train
SEQ:4c0e42fe8489788b99a8ba52704aa137a8488d3e3a27d1c2d5739f7b048b286d,1,train
SEQ:4c1380915f450dc5a04773855bdf7d1c5f58ca6175fe87d3246c98f54f990f4d,1,train
SEQ:4c13df33d9f1c255fa38d636fd19e55e5b2ccbb74e7f42f121940be86cfd9992,2,train
SEQ:4c236204939f9f70c4b3b024a7c8092ae22a39ba71c6ecf60f1ba15fc9bc475a,1,train
SEQ:4c265f932e381b54bc2f963e152fff711bfe2fbd941d159c4d7541e801bd1cd3,2,train
SEQ:4c3f16723bb146a0aac5060a747898b95c3d8be584c642499ef40797eff28ea1,2,train
SEQ:4c4c107d9f2e443e7e388f76ef1f09835f4a788c707a6ca7b8ebd7f20b15eb03,1,train
SEQ:4c4d28512cf712104d0b7374cb68ae9d3cf5d4f5d7e81c617fb0ad49332165f7,2,validation
SEQ:4c60bee4967c28aa910a929ad06d5bc892bf1c07729758820f173e03c1d660c5,1,train
SEQ:4c6227d55a2a3c4faac5fee8b9211f1cb694554acbcbaaf1b25886b4a4120f19,1,train
SEQ:4c6541916ff4b45e7633eeddbeed04b39c5a8b519917ed33e6081c22ce0af528,2,train
SEQ:4c6616cbd79353e3ea17e7210ff41ffbe94edcb11a861e2b4835287fbf755a61,1,train
SEQ:4c8109fd3a64faa49984ec6febd82849e4f2108437986ccccf6f3849c7e6747e,1,train
SEQ:4cd618cb0cc9e06074a977ae60a4f01bea4447e5d5a664e0d58602df77c04297,1,train
SEQ:4cf30524790eb285d88a82368b6439e2c35c59a5891a1627d974fc81cf21a7ec,1,test
SEQ:4cf523e4f20641bd9bbbe1036fb5a523dba1b2bf3127cd5b69b0a6d2e2cc6314,1,train
SEQ:4cfaf7c9c3485bf9474bd1ec55abe5d84111d3324cb3c825d8effaa45e729cdd,1,train
SEQ:4d10151b15d35766a34f9aabd1ac632eef14a61859fc2484998fb528bc14dc18,1,test
SEQ:4d13ab193dbb9c71b6c714977e8b45de91c658a825286fc39ae2a618f01f4767,1,test
SEQ:4d177a1c3b5dba920f683484121207d9e228688089ece402b52f28f6bce03e65,1,train
SEQ:4d1939a7df031a77e9c7a87b9324e4261cbeb2ba98930a385686449083db5764,2,train
SEQ:4d29fd09ba426cc617b6e576d98a128ec8eacdad5c5c1704381f32f5b0963348,4,validation
SEQ:4d2bd8d2211a764aa92304c648a35f4d0a29492b74ef0a0b143777309fc4d1d8,1,train
SEQ:4d35f7d0e9e6394d6d0e17d0c254f754bd25b650d118b542455e4e139845f1f5,1,train
SEQ:4d370c03e7e9411e6cc12a970fb1034fef926461b0a9fba0a7626257e1368bb2,1,train
SEQ:4d3f62093513564dbb9c7a4578d0bc12cb7c5cf901d767a15979c7288b407c95,2,train
SEQ:4d57afe2d9f33aa91509a8cc570395f2331ad54790f0889adc173a96b9852ae8,1,train
SEQ:4d74a184281afa77edc9d7302a537b3afd9c52bccaa82ea84a5bf9d5f6f6d90b,4,train
SEQ:4da9cd114276075194f684bd0046809c5e47f4c2458841183af2b30f08ef26f7,1,train
SEQ:4dabd517c63ce9df6b95466e3fdd4fbb70c84dd7613c77a529d5421112611e4b,1,validation
SEQ:4daff57803d76ba242f3285ab041c42e0a180c33ecd64655577ae19089029081,1,train
SEQ:4dcc7bcfcead8f33eee44af53d05e2a520b1109d93ea0450cfc3cbfbb59ecb5f,1,train
SEQ:4ddbc6122234d6496246943452ada5c2e14017586c2dce26f6907eef219acb5f,1,train
SEQ:4de3b0fd387989edf648014f92d2eee89d3285744c35a3219d7173452ebcbde4,1,train
SEQ:4def86a9efadc3c2797453130e87a07a674c9c0e0d5874221fc48ba259c2d8fe,1,train
SEQ:4defde59a1d7277cd859067b22fac5ce59d32d0832d20e381ed616842f122d39,3,train
SEQ:4e0a8a74380e67e35d024bcc30f781d8e31aba98a6c919eb8eabc67480fff563,1,train
SEQ:4e218e432054b8210967a405b62d699b3f79d458ee1ebbb9d6a0140ad45fdaee,1,test
SEQ:4e83b8de9debe8a2041ac5b47fc20c8174b5928bb6f2e28f80d2ec07c6e3f432,2,validation
SEQ:4ea8263b4b864b4c766990e07c292d8070f94cd176b115d515cf80d12e1a9c38,1,train
SEQ:4ead711600fe62b17302038c3054ec551a619342a2cd4518a2ddc54f06595062,1,test
SEQ:4ecfcef388391c3358679f3310ac5d53093716b98470665720bca103ab89c8fb,1,train
SEQ:4eda17b779871d8a121a8024da9e862e67d38d08978730801923b4beaafb6834,3,train
SEQ:4ede5e4161cfe1e7441647e7f5c32d3719829a99bdd424c2a68260550c13163c,1,train
SEQ:4f25308b5b23636374ab09c10da7c81cb0f6af6bac36176fa2d2d78330cc2e9a,2,test
SEQ:4f39f6cd7c84c53fe445936e60729ac2a21076417dc310b31839e0e86a369d38,1,train
SEQ:4f614834e5f042ea582bb5bc9c43a7a6fc52811c90852f44e8b1653e92a25dce,1,train
SEQ:4f64551cbf7272c0aac8bd4f47bebac98b9665673fc34f5ed29f1d43cce56d6c,1,train
SEQ:4f75381188bb953d76625ca9db9679db970c37d31d5655cb81de0d1ab2a0db62,1,train
SEQ:4fa99a96e770e04d266b6fbcea85aaa1ec455c0ca9e8601a4cbd726322cd25aa,2,test
SEQ:4fabfe40767b65b646e8fecbbf7d841123885db138b08b5062a6271053ba0788,2,train
SEQ:4fbdd3895bc95dd509bc4c6d66fc223a9df2f68d5d6add63241bb174248403c9,1,train
SEQ:4ff6f067044b05c7dba33d0fb52f49e2b844150d14c48324597a694e09a6bb52,1,train
SEQ:4ff90781320201d9c58abf9cae0fb8d34798dec030a980480f80222df3bbe37f,1,test
SEQ:4ff928ed0b2c5ed98d893799c63cca067fe0c69ca53778048468fed963c94319,2,train
SEQ:500b8e83a65787b467ffcfbb4329d1c6f6343fbad785c7e1dd252cbeeb83d86c,1,train
SEQ:5027cd79ae00ec6b79cc187bc13d95a3f0abbf588e16a2765db0009366148c92,1,train
SEQ:505bfb3d1260c6a4e19cde894af5b280bdb5f0833bc980cb58448501fc7e158b,1,train
SEQ:505d8d9ea5644d2a666fccb6593f5152cabdc4c35b55f8e734aad893434ab912,1,train
SEQ:507d82f9fec5d18d8111fc2f8c7fd741002a7b1a1c9802e253e7c3dcc23e73b5,1,test
SEQ:50867e0c89d59db0ae1217135870d5031a55b4747c07dabc87cbd4d6a713f7f0,1,train
SEQ:5091604be724510f3fd1a02c3870f1260853a2cb82ebeb737c9c007e51a36427,1,test
SEQ:50a1e4437af3eac9043e4eef17064e9b84038902e59183eb0a97bc8836eea6d4,2,train
SEQ:50a631f50c9dca5b0cbd1edfab7d1a8421b95ca5fef6caa2a703de9ab4bd559a,1,train
SEQ:50b58ba185fd1cb50fccc69f06724f8e00b00938a2a0f43390d13bc7b363caa3,1,train
SEQ:50bd91bb24b0aa5b7cf6ff8e83dc526c6a56ca6bbcc8ab48acfbfac4cb8961cf,1,train
SEQ:50cff8730d63bf1bbf0e51edd12224296728c26422d327c39471e7f34a39658b,1,train
SEQ:50d683b4d151074ef5261481009850d9c8649a14bf4f3d75789b7efb8e81482e,2,train
SEQ:50df758ddafa7eed8c0c5e6b5d7cf8ab1a3a8b3fc6eef504fa86411872da4e92,1,train
SEQ:50eb0437827099ad1a70918bd598ba956a25a9fe91e61f86795f12dcff88970a,2,train
SEQ:5125165ec195443d8cf17a7bb3fdf6f5dc036ebe9764dc8c2afde3e5d3ee7a69,1,train
SEQ:514960cc107b46ce490896aece2217b057ec0c403c2b265af775304fe85a3847,2,train
SEQ:5155a680edc47e2e05c0b9f318f38128a47ff32c946a3ad521c1959e78abb753,1,train
SEQ:5186ec5205ac9b2b463a3c4ec5bda27ac608e8d94b40a856cee46ddb109deb11,1,test
SEQ:519749d610721247c6d15040b23fdc6b87df3d8938907c54f45d463899db9b29,2,validation
SEQ:51a4a98e2ac84dfc2938196382a2dcb2d28c52fab5ddcbc9398647be80077391,1,train
SEQ:51b20fe5b2b6e4d3d284af752e4c0d991f6f9c702516823070f00058499d414d,1,train
SEQ:51c8a25a91f81f2777dcda866e53ba2b7b507db4771c9988de5c4465f7593f44,5,train
SEQ:51dc57b17d0cce38421858f0dd52eaf12f1cbeffdeba54012619554690727e8d,1,train
SEQ:51e231acc0bd01ce014d4fece32e9973c3d5a32bae5736f97f3cffd784107fd3,2,test
SEQ:51ef60bb7308febe36f4a30cc039227a8f8bb92d2efc40467937313ff02f22de,1,train
SEQ:51fdced32153832dd49531b279a9079f228b3507cce1ebdf35e32e1bf62d75ea,1,test
SEQ:5203ada741cabcf20db0816b593ad5e7d45886308fe0149d932b17b41c46dfd4,1,train
SEQ:52167ce29e8003d2543358b7d7a3a6d3c74e749babf6bb25fbc13b288d7d562c,2,train
SEQ:5257e933e7118f0b0e86aa2ba7361e10fa3661453f2a55a555f7421dae66701f,1,train
SEQ:527e783f715430be06def9c928837ba1f9f074ac16b9417e47fe8fcf25dcd127,1,train
SEQ:528542a10fef0b8a0f93112ede0727889adc00b81a2b3f9391b82d79d775531a,1,train
SEQ:528ba322c71c97c5a5690cf84eb544814547f17bb766f2120141bc74d661646f,1,validation
SEQ:52b0706d878664cac77cca85df92d2e3b8b93c9d6f03c75738860222a0c18d3c,1,train
SEQ:52b1cbc0ca3474810cb7949467e3a5a2851350643eb734f1c33aaca65b4a6fe4,8,train
SEQ:52bd9529a7fc22b6bb7627afdd5cb7cd1c0d5cce93b00296a6d6cd75300f38b2,1,train
SEQ:52c4241338e673628e6e195c6fb1703d78df06228629bfb87878f98107e83c7a,2,train
SEQ:52e37428d9af8b8d0222f6c49289a7b34eb7e966ec489f0ec418e060480c9375,1,train
SEQ:52e5dc440c0f80cdc7dc8093fcc41822f7a6fee7fb37720b41e5d48edfa7659e,1,train
SEQ:52ea10c47364c98bc0b066941229148e42ad779b70b1b8569855db412b95cacd,1,validation
SEQ:5334ec6e4c781ba7dd4e44eeb1d5a05d8970802642dfaef76f508e57b6af15e7,1,train
SEQ:53406a80634ee899a84c7e05004d877e891a08107b306eadaeeca309c4038e86,1,train
SEQ:5369a7c6cf10c800b1caf6c59da83919a1d3b19e6424fa1521d46e58e0811368,1,test
SEQ:5377da58d557bb655fceb917c6061e94c9a7633dc3a57973a67c3846a0551d2e,1,train
SEQ:537c2b17f1b0954ee56af9fbf0589a3927a9cea3a572713695973e651176418b,1,train
SEQ:538164b257e50fa81d27db6040cdd60a1422a63b987e13736fc00f65b9ec3b6a,2,train
SEQ:5381d064b68e0015ea23c9c4077a8a375e6eac78cd60f27d07374731e36dccc7,1,train
