target_id,target_name,organism,target_type,component_id,uniprot_id,gene,protein_length,protein_sha256,small_molecule_moa,chembl_gpcr,ot_class_contains_gpcr,is_gpcr,assay_lane,evidence_class,af_exact_sequence_model,structure_ready_strict,legacy_384_member,local_exact_af_file_exists
CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,359,P35968,KDR,1356,fc7e217443f8e66fc4af3971109e40c570f998fb293d1bf4f799cffcc127e76b,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL280,Collagenase 3,Homo sapiens,SINGLE PROTEIN,2905,P45452,MMP13,471,5ae8fa403b7a6a5166305caad46d6b2b661dd0cc41344f282175ed24eb3781f0,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL2808,Oxysterols receptor LXR-alpha,Homo sapiens,SINGLE PROTEIN,1138,Q13133,NR1H3,447,930ebc290600ab8f12f93fc9a88f07aafbd39ee68720b02c19e357865ad59626,True,False,False,False,NUCLEAR_EPIGENETIC_DOMAIN,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL2815,High affinity nerve growth factor receptor,Homo sapiens,SINGLE PROTEIN,1145,P04629,NTRK1,796,c17cbbd68c27235daefe2b9862da81fedd3a349c2589358be6a4b8f13cd12b63,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,1150,P03951,F11,625,31d4d2f5301bb477b0b173ab4a9959776cb9d1398d429b828bf6de5396a44a36,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL2821,Coagulation factor XII,Homo sapiens,SINGLE PROTEIN,1151,P00748,F12,615,4f4d7a2fa9173996aa1493243c8853c00cc8f0653abfeab8bd0de60114577129,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL283,Stromelysin-1,Homo sapiens,SINGLE PROTEIN,1399,P08254,MMP3,477,bc389b758c19f1d32f942839e8c94698ba1429dad6237bc90f8198b164cff6d2,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL2835,Tyrosine-protein kinase JAK1,Homo sapiens,SINGLE PROTEIN,1164,P23458,JAK1,1154,1c6644344a12e467bac221d095a23fc2da3d2eb868d6085259979d4b76029cba,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL284,Dipeptidyl peptidase 4,Homo sapiens,SINGLE PROTEIN,265,P27487,DPP4,766,272729ea12e07654f922db22308673539882764491f0b55e31767ec1f714c328,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL2842,Serine/threonine-protein kinase mTOR,Homo sapiens,SINGLE PROTEIN,1172,P42345,MTOR,2549,14c12f3038e6dde2d28b78c0961e52dae3040876f6c8e2ce7208899bca679c80,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL2850,Glycogen synthase kinase-3 alpha,Homo sapiens,SINGLE PROTEIN,1180,P49840,GSK3A,483,67ced0ee45a5604018657739b01b5cc9768f680f2dd9cde0fd1b2564d2c7a677,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL286,Renin,Homo sapiens,SINGLE PROTEIN,315,P00797,REN,406,fcfb09a6bd3571f67e1a10ecdcd3005e00f3bd03a7e392bbe0ad742723ca029f,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL287,Sigma non-opioid intracellular receptor 1,Homo sapiens,SINGLE PROTEIN,186,Q99720,SIGMAR1,223,505bfb3d1260c6a4e19cde894af5b280bdb5f0833bc980cb58448501fc7e158b,True,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,SM_MOA_NON_GPCR,True,True,False,True
CHEMBL2872,Mitogen-activated protein kinase kinase kinase 9,Homo sapiens,SINGLE PROTEIN,1202,P80192,MAP3K9,1104,6d5dc046360ddf30d8e647741d3fcf83873c4b533f6da6801cfe749d7921d896,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL2873,Mitogen-activated protein kinase kinase kinase 10,Homo sapiens,SINGLE PROTEIN,5017,Q02779,MAP3K10,954,2217216aa2f83359a0dbae70c3ab138e4f03b64cfd6a0b079049ecf160f72e3a,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL288,"3',5'-cyclic-AMP phosphodiesterase 4D",Homo sapiens,SINGLE PROTEIN,2079,Q08499,PDE4D,809,b670d96ac031d642bcd46a7d3df563138ff90dbe4e385dcc2b475467300706ea,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL2916,Telomerase reverse transcriptase,Homo sapiens,SINGLE PROTEIN,1246,O14746,TERT,1132,9f78fdccd40dfd933c741c4cb1434d732f76b20a11abd0922c50fd63493bf5ce,False,False,False,False,ENZYME_BIOCHEMICAL,OT_DIRECT_EXTENSION_NON_GPCR,True,True,False,True
CHEMBL2925,Potassium voltage-gated channel subfamily KQT member 5,Homo sapiens,SINGLE PROTEIN,1255,Q9NR82,KCNQ5,932,730df54c5738d6d8ae47a9169792d054f5105116d1ff1df36053c59123543070,True,False,False,False,ION_CHANNEL_FUNCTIONAL,SM_MOA_NON_GPCR,True,False,False,True
CHEMBL2929,Proprotein convertase subtilisin/kexin type 9,Homo sapiens,SINGLE PROTEIN,1259,Q8NBP7,PCSK9,692,0451c5f5ef052711dec57df65d688e28c0027e49dc4be546d73beb880c6181ed,False,False,False,False,ENZYME_BIOCHEMICAL,OT_DIRECT_EXTENSION_NON_GPCR,True,True,False,True
CHEMBL2940,Low affinity immunoglobulin epsilon Fc receptor,Homo sapiens,SINGLE PROTEIN,1271,P06734,FCER2,321,3549dd78183eeafb477c8b4135cfc57b5c28384a2a2d85e8cead7a967407f546,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL2954,Cathepsin S,Homo sapiens,SINGLE PROTEIN,1285,P25774,CTSS,331,acd1c3790427993ba8eea8553653c4d23fb6fe8590d065f65035e0aab0301c0a,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL2959,Tyrosine-protein kinase ITK/TSK,Homo sapiens,SINGLE PROTEIN,1290,Q08881,ITK,620,33e035b87b94c840395554b01f49e9c988594ecea98632b70b107be32d538bc4,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL2964,Dual specificity mitogen-activated protein kinase kinase 2,Homo sapiens,SINGLE PROTEIN,1295,P36507,MAP2K2,400,679986c39e4cb9599dc08211bd0f7b4941586aff6eabbf20148fcc35d02c21f4,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL2971,Tyrosine-protein kinase JAK2,Homo sapiens,SINGLE PROTEIN,1302,O60674,JAK2,1132,21017319c2c8714bf0b97157e13f2184664d2d13b899b37276195af86ca0720a,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL2973,Rho-associated protein kinase 2,Homo sapiens,SINGLE PROTEIN,1304,O75116,ROCK2,1388,2674aa9015e37da743be74d67bce80b3cb35df6161e9182af9b87d25cb645d52,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL2979,Integrin beta-7,Homo sapiens,SINGLE PROTEIN,1310,P26010,ITGB7,798,2e7f41cc4d42f28e5ade2dc7c0860f0c0b6d5f8dc852c60c04befe0fc89f410f,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL2996,Protein kinase C delta type,Homo sapiens,SINGLE PROTEIN,1326,Q05655,PRKCD,676,a27be177305f105d5f37964696633b0be97f84d76d9ce2ee04747e0896f1fbcb,False,False,False,False,KINASE_BIOCHEMICAL,OT_DIRECT_EXTENSION_NON_GPCR,True,True,False,True
CHEMBL2998,P2X purinoceptor 3,Homo sapiens,SINGLE PROTEIN,1328,P56373,P2RX3,397,0ade5cb5055eb17bde6b4f539f3f72f19246f20d8d5ee17be1f1cfac3fba4f44,True,False,False,False,ION_CHANNEL_FUNCTIONAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL3004,Multidrug resistance-associated protein 1,Homo sapiens,SINGLE PROTEIN,1333,P33527,ABCC1,1531,e6d2ca75ad62139dc7684b05ef50eb7e6732950e26a0bb3b5a309286f342c4cf,True,False,False,False,TRANSPORTER_MEMBRANE_FUNCTIONAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3009,Receptor tyrosine-protein kinase erbB-4,Homo sapiens,SINGLE PROTEIN,1338,Q15303,ERBB4,1308,1d456f9470d2ff57ac97450faa7588aef382adc7eff33d54259187c71584d11a,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL301,Cyclin-dependent kinase 2,Homo sapiens,SINGLE PROTEIN,36,P24941,CDK2,298,fe22d91e18cd544a85d7c768cd864172200252df906b774d890dc103224f7c8d,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3023,Sphingosine kinase 2,Homo sapiens,SINGLE PROTEIN,1351,Q9NRA0,SPHK2,654,440707fe07775ac5a8e888c6aef2878f3c2bec58efef7110ba796ec2f53694b0,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,1352,P53350,PLK1,603,03bfae282c699ad0b358e53c924c5fc3b921d43eccfec4f32b71a4382263a1f4,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3026,Gamma-aminobutyric acid receptor subunit alpha-3,Homo sapiens,SINGLE PROTEIN,1354,P34903,GABRA3,492,0f3d4a587055bb5b934e059d9d3bd38f783a3ae09a8821792d023b48cf4621ae,True,False,False,False,ION_CHANNEL_FUNCTIONAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL3028,Prolyl hydroxylase EGLN2,Homo sapiens,SINGLE PROTEIN,1356,Q96KS0,EGLN2,407,337ff1ca94c9724ace872091c611e5bd2915db6f5f5967f4e596a0bee4a3695e,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3045,Protein kinase C beta type,Homo sapiens,SINGLE PROTEIN,1372,P05771,PRKCB,671,16ffa90895441e3c32abb8702ebfe89e4438f590980615be67ff8928f20bd1c9,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3055,Cyclin-dependent kinase 7,Homo sapiens,SINGLE PROTEIN,1382,P50613,CDK7,346,2a5c3173293b02025db072c77174be6a288eb4a6f97c0af6a9f7c8fe8ab5d3a2,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3070,Intercellular adhesion molecule 1,Homo sapiens,SINGLE PROTEIN,1397,P05362,ICAM1,532,c13e370f975e57b58c673f211cdb1e9bca2aab42a1783dcef93f5003aeaa27e9,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3076,Phenylalanine-4-hydroxylase,Homo sapiens,SINGLE PROTEIN,1403,P00439,PAH,452,82a10d76551a9414922a5d44292c93f21c722864c4991c2e42886d4fd0cd8353,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL308,Cyclin-dependent kinase 1,Homo sapiens,SINGLE PROTEIN,7,P06493,CDK1,297,1abdf9f5fe8a5ce4b11f9b7b9cbbd0bc1697da6c82615add5f03f1f0cb3a0cbf,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3094,MAP kinase-activated protein kinase 5,Homo sapiens,SINGLE PROTEIN,1421,Q8IW41,MAPKAPK5,473,528542a10fef0b8a0f93112ede0727889adc00b81a2b3f9391b82d79d775531a,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3102,Dopamine beta-hydroxylase,Homo sapiens,SINGLE PROTEIN,1429,P09172,DBH,617,4a2cdffb4170ad90dea6a85e6dd709acff401a12fbcfec8052ee1ece3625523b,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,False,True
CHEMBL3105,Poly [ADP-ribose] polymerase 1,Homo sapiens,SINGLE PROTEIN,1432,P09874,PARP1,1014,0ca26b54f0c45d0135ce37c885e5d97403dfe1e0e8b7752d3773a6b8966fa1a9,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3106,Thymidine phosphorylase,Homo sapiens,SINGLE PROTEIN,1433,P19971,TYMP,482,9d7c09e39a68cce1de0ca98909ddcf23cd3c3d699234d5b7b01317a13a663af3,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3107,Fibroblast growth factor 2,Homo sapiens,SINGLE PROTEIN,1434,P09038,FGF2,288,25fd33ff81df33c9fddc2060d55474c1b6196bc12a34847b482a6b3f8da18afe,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3108633,Platelet-derived growth factor subunit B,Homo sapiens,SINGLE PROTEIN,8279,P01127,PDGFB,241,d872cf8709ecf81d61cb70ea279f76570094ef9f3e4e6d240ffb6a5bdac98e04,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3116,Cyclin-dependent kinase 9,Homo sapiens,SINGLE PROTEIN,5018,P50750,CDK9,372,2709b182438598d2b9f146586fb2c8549857ef08c97505fddab5a0a8782aaee7,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3117,Choline kinase alpha,Homo sapiens,SINGLE PROTEIN,1443,P35790,CHKA,457,33693b303138ed8342c492fd4e8eb7ef52dbb288038c72355590e4c266128662,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3119,Transient receptor potential cation channel subfamily V member 4,Homo sapiens,SINGLE PROTEIN,1445,Q9HBA0,TRPV4,871,001c5d2b571d4e8910b9409e8aaffc73b1ebe78a6b944bc951a7b21717ea1499,True,False,False,False,ION_CHANNEL_FUNCTIONAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3130,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Homo sapiens,SINGLE PROTEIN,5019,O00329,PIK3CD,1044,f3c1cbb6ec13c808a714f03f6f44fd482c327deaa69ee5845ebf9affa4afbbed,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3142,DNA-dependent protein kinase catalytic subunit,Homo sapiens,SINGLE PROTEIN,1467,P78527,PRKDC,4128,0b73a9ecfe713d096e2570931e596b9d42e47a4359a3d72144f02dde6c361636,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,False,False,True,False
CHEMBL3143,Coagulation factor VIII,Homo sapiens,SINGLE PROTEIN,1468,P00451,F8,2351,4700fc83b4ba933fb7ffc84b14b7615caa5eab47ff71ad94c8c9d7ee4bd217e4,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,True,False,True
CHEMBL3145,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",Homo sapiens,SINGLE PROTEIN,1470,P42338,PIK3CB,1070,549e89f067b7e11976787b867a566923f91938b9234ea1766f9c05bae8d2f0b4,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3161,L-selectin,Homo sapiens,SINGLE PROTEIN,1486,P14151,SELL,372,28ea52e4a2c9c8a43fc8f2ae203a75cf1c7e0bc0aec5158bcfa6c333d613342d,True,False,False,False,EXTRACELLULAR_SPECIAL,SM_MOA_NON_GPCR,True,False,False,True
CHEMBL3172,Dihydropyrimidine dehydrogenase [NADP(+)],Homo sapiens,SINGLE PROTEIN,1497,Q12882,DPYD,1025,b36c458f3bcedadad27b226feb1cd4b7843949bc226d5b6124e0a83e2b0a9947,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3192,Histone deacetylase 8,Homo sapiens,SINGLE PROTEIN,1516,Q9BY41,HDAC8,377,4602a348ca21f49c27d1dfd706dbfb54f20ab49a7de362ece550dbb1dd236c87,True,False,False,False,NUCLEAR_EPIGENETIC_DOMAIN,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3194,Transthyretin,Homo sapiens,SINGLE PROTEIN,1517,P02766,TTR,147,53ef846fd8d80a7ff20d41bc55ff0f5213a732e1c5471cfc2206e39be8fdd0c1,True,False,False,False,EXTRACELLULAR_SPECIAL,SM_MOA_NON_GPCR,True,False,False,True
CHEMBL3201,Aryl hydrocarbon receptor,Homo sapiens,SINGLE PROTEIN,1524,P35869,AHR,848,37e405aacce2a3f7dce748db4891554b5e5bbedc23dc555869faf6d865e697b3,True,False,False,False,NUCLEAR_EPIGENETIC_DOMAIN,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL321,Matrix metalloproteinase-9,Homo sapiens,SINGLE PROTEIN,2453,P14780,MMP9,707,a865eb88e9d38d1113581e1982794bf124434ae60b97220ecdb4f06d1a0ab662,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL3217393,Transforming growth factor beta-2 proprotein,Homo sapiens,SINGLE PROTEIN,8495,P61812,TGFB2,414,be8e8cbd9acd3238e7c0dc69fd7f238e6a4b2502a53cb6887cc4eb1ea98a0270,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3217394,Insulin-like growth factor 1,Homo sapiens,SINGLE PROTEIN,8496,P05019,IGF1,195,1262a27a2b8171ad653c5fc1b8e2d81da66b2d4f5d88b237ab7ec9ae03589a8e,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3217395,Angiopoietin-1,Homo sapiens,SINGLE PROTEIN,8497,Q15389,ANGPT1,498,9161753d4a3aed6dd365d4dd67f36b96eeaee3eb7d9c43f362bdea5378fd569b,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3218,B-cell receptor CD22,Homo sapiens,SINGLE PROTEIN,1540,P20273,CD22,847,02a7fa9f4745cdff0335db445a7b4b1a7829e9bb3f6a0771bea04ed6d49fc3cb,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3232692,CD44 antigen,Homo sapiens,SINGLE PROTEIN,8524,P16070,CD44,742,e19d744d038c01b8cc22bd7b2f0f42db427460e1ae0c3c033bfda05a992057ff,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3234,Tyrosine-protein kinase HCK,Homo sapiens,SINGLE PROTEIN,1556,P08631,HCK,526,bd65d9ee0f06d8b5a3bd439e675adb40ddfe5d83aa100e62fd04f3da7a9520e3,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3238,"Carnitine O-palmitoyltransferase 2, mitochondrial",Homo sapiens,SINGLE PROTEIN,1559,P23786,CPT2,658,d1cd75a0dd4ecc23a4cf430e9fb3d777e219283d6387f3607588492a4216c201,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3242,Carbonic anhydrase 12,Homo sapiens,SINGLE PROTEIN,1563,O43570,CA12,354,d89aa1703772ab0d843c4b6d2d4fdb768a09306cfd03519f41314fa57166024c,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3243,Receptor-type tyrosine-protein phosphatase C,Homo sapiens,SINGLE PROTEIN,1564,P08575,PTPRC,1306,b0ce0e4d7fe877d892127ded1065394926dfbc5f99908525083ec48b94cbec06,False,False,False,False,ENZYME_BIOCHEMICAL,OT_DIRECT_EXTENSION_NON_GPCR,True,True,False,True
CHEMBL325,Histone deacetylase 1,Homo sapiens,SINGLE PROTEIN,107,Q13547,HDAC1,482,7289cbc54521bc202bb99244e249eff3fd381af091772ac7e1cfdbd1b155c545,True,False,False,False,NUCLEAR_EPIGENETIC_DOMAIN,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3267,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Homo sapiens,SINGLE PROTEIN,1588,P48736,PIK3CG,1102,8caecf83dffab0bac6b72623e6a7428c5a8cc791b0858bcc7f1f4bc67a8bed5b,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3273,Sodium/hydrogen exchanger 3,Homo sapiens,SINGLE PROTEIN,1594,P48764,SLC9A3,834,b51fefb32007ce55cbcddddd69c471c6b4d798d8ffad2c7fe98ff6a6de84ba92,True,False,False,False,TRANSPORTER_MEMBRANE_FUNCTIONAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3276,Interleukin-2 receptor subunit beta,Homo sapiens,SINGLE PROTEIN,1597,P14784,IL2RB,551,7b744774df6ab963b0953dd2974c0be7235559538321e68982813ac0656550b9,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3286,Urokinase-type plasminogen activator,Homo sapiens,SINGLE PROTEIN,1607,P00749,PLAU,431,075cd160a22e392ad92776143a4af52ed1c6ac1e68ba82bc253ba8dd9daef9c1,False,False,False,False,ENZYME_BIOCHEMICAL,OT_DIRECT_EXTENSION_NON_GPCR,True,False,False,True
CHEMBL3286067,DNA-directed RNA polymerase I subunit RPA1,Homo sapiens,SINGLE PROTEIN,8612,O95602,POLR1A,1720,7d6b5983744e2ea501d7ee312e22bd1b9426e47216ef063ef2cce66e089a59d9,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3286070,Proheparin-binding EGF-like growth factor,Homo sapiens,SINGLE PROTEIN,8615,Q99075,HBEGF,208,6624b33608cf3bf3120e7c3ff19925a4c30e1a84da1d44d8cd2c6dc5904053fc,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3286073,Interferon gamma,Homo sapiens,SINGLE PROTEIN,8618,P01579,IFNG,166,62f4843c60cbed2b811412deaf7c7932eb8da01c0646c400fa694004491f67de,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3286074,Stromal cell-derived factor 1,Homo sapiens,SINGLE PROTEIN,8619,P48061,CXCL12,93,97c345aa7c221c00a4ed64f2679f4ca19d7fe8ffecf40851141881db0aedee14,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3286077,Eotaxin,Homo sapiens,SINGLE PROTEIN,8622,P51671,CCL11,97,066cd148df084ff5c1ce05c5a4e442ef4252675027d5fd3a4ead472795ba52bb,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3295,Pepsin A,Homo sapiens,SINGLE PROTEIN,1615,P0DJD9,PGA5,388,3a4247dc6bcf564b3c5bc0559b18604c0010ce524aec741cfd1e42f56b44efff,False,False,False,False,ENZYME_BIOCHEMICAL,OT_DIRECT_EXTENSION_NON_GPCR,True,False,False,True
CHEMBL3307223,Programmed cell death protein 1,Homo sapiens,SINGLE PROTEIN,8668,Q15116,PDCD1,288,c0f5745899a44e73098e606f4e09050e0b63f9b4f00cab49981806296b53d591,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3308912,Platelet glycoprotein VI,Homo sapiens,SINGLE PROTEIN,8886,Q9HCN6,GP6,339,a5f42a224b57b4597e94f56e405ceea2024f106aec4357d85b1723db3207dc9e,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL331,Cyclin-dependent kinase 4,Homo sapiens,SINGLE PROTEIN,17,P11802,CDK4,303,94f997e8d7d44225d61d08b97659620e755c3a48269a7711847ad349a9125830,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3310,Histone deacetylase 11,Homo sapiens,SINGLE PROTEIN,1630,Q96DB2,HDAC11,347,65581bd1ddc53f130cac84c8df83f80295c1a3162d64cce850465d69c2faeab1,True,False,False,False,NUCLEAR_EPIGENETIC_DOMAIN,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL332,Interstitial collagenase,Homo sapiens,SINGLE PROTEIN,3290,P03956,MMP1,469,9777b390daeddca2aa6c9052607145f49b8f48a6fc39ca40b0fab62cd153d314,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL333,72 kDa type IV collagenase,Homo sapiens,SINGLE PROTEIN,2356,P08253,MMP2,660,e4520c62aed3a6fd2854bdbaef518173baa30a0b701e11622b8b0d9d7ac1c295,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3338,Squalene synthase,Homo sapiens,SINGLE PROTEIN,1659,P37268,FDFT1,417,f9537e5da6e5e72a4aba42c80daa21b614f459c5a11e7973bf23377f8918891b,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3357,Interleukin-1 receptor-associated kinase 1,Homo sapiens,SINGLE PROTEIN,1679,P51617,IRAK1,712,920d53f2ba8db9ed226d6430fe54f562849c9cd1a5c72a52e854cc4e3bc78348,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3378,Tumor necrosis factor receptor superfamily member 1A,Homo sapiens,SINGLE PROTEIN,1701,P19438,TNFRSF1A,455,67798edab4531e17cdc23203459a594909edf57e9e01653fba722356c72ef5aa,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3385,Mitogen-activated protein kinase 3,Homo sapiens,SINGLE PROTEIN,37,P27361,MAPK3,379,ea70f94ced8c73b71298700f937023c6fc660ef5e672a6c07738c08930a7925e,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
